EVENT,DATE,BOUT,FIGHTER_A,FIGHTER_B,WINNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,FIGHT_URL
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Jiri Prochazka vs. Carlos Ulberg,Jiri Prochazka,Carlos Ulberg,,,Light Heavyweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Joshua Van vs. Tatsuro Taira,Joshua Van,Tatsuro Taira,,,Flyweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Curtis Blaydes vs. Josh Hokit,Curtis Blaydes,Josh Hokit,,,Heavyweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Dominick Reyes vs. Johnny Walker,Dominick Reyes,Johnny Walker,,,Light Heavyweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Azamat Murzakanov vs. Paulo Costa,Azamat Murzakanov,Paulo Costa,,,Light Heavyweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Patricio Freire vs. Aaron Pico,Patricio Freire,Aaron Pico,,,Featherweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Cub Swanson vs. Nate Landwehr,Cub Swanson,Nate Landwehr,,,Featherweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Mateusz Gamrot vs. Esteban Ribovics,Mateusz Gamrot,Esteban Ribovics,,,Lightweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Kevin Holland vs. Randy Brown,Kevin Holland,Randy Brown,,,Welterweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Tatiana Suarez vs. Loopy Godinez,Tatiana Suarez,Loopy Godinez,,,Women's Strawweight,,,,
UFC 327: Prochazka vs. Ulberg,"April 11, 2026",Kelvin Gastelum vs. Vicente Luque,Kelvin Gastelum,Vicente Luque,,,Middleweight,,,,
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Renato Moicano vs. Chris Duncan,Renato Moicano,Chris Duncan,Renato Moicano,W/L,Lightweight,,2,3:14,http://www.ufcstats.com/fight-details/d69bd8e53ec858dc
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Virna Jandiroba vs. Tabatha Ricci,Virna Jandiroba,Tabatha Ricci,Virna Jandiroba,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/721642e7de112e9e
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Abdul Rakhman Yakhyaev vs. Brendson Ribeiro,Abdul Rakhman Yakhyaev,Brendson Ribeiro,Abdul Rakhman Yakhyaev,W/L,Light Heavyweight,,1,2:52,http://www.ufcstats.com/fight-details/ad487d1c6141d90a
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Ethyn Ewing vs. Rafael Estevam,Ethyn Ewing,Rafael Estevam,Ethyn Ewing,W/L,Bantamweight,,3,1:44,http://www.ufcstats.com/fight-details/fef80c98b2fba70c
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Tommy McMillen vs. Manolo Zecchini,Tommy McMillen,Manolo Zecchini,Tommy McMillen,W/L,Featherweight,,1,3:57,http://www.ufcstats.com/fight-details/c27bec45d5a29a2c
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Jose Delano vs. Robert Ruchala,Jose Delano,Robert Ruchala,Jose Delano,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/7924f10aac3543de
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Thomas Petersen vs. Guilherme Pat,Thomas Petersen,Guilherme Pat,Thomas Petersen,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/0760bc02280574dd
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Alessandro Costa vs. Stewart Nicoll,Alessandro Costa,Stewart Nicoll,Alessandro Costa,W/L,Flyweight,,2,4:56,http://www.ufcstats.com/fight-details/af2a9d47ca8115e4
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Darrius Flowers vs. Lando Vannata,Darrius Flowers,Lando Vannata,Darrius Flowers,W/L,Lightweight,,2,0:52,http://www.ufcstats.com/fight-details/9c9c26679701b84d
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Alice Pereira vs. Hailey Cowan,Alice Pereira,Hailey Cowan,Alice Pereira,W/L,Women's Bantamweight,,2,4:24,http://www.ufcstats.com/fight-details/74bb036ef0493bf7
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Tresean Gore vs. Azamat Bekoev,Tresean Gore,Azamat Bekoev,Tresean Gore,W/L,Middleweight,,3,3:27,http://www.ufcstats.com/fight-details/e284a194fb4648a9
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Dione Barbosa vs. Melissa Gatto,Dione Barbosa,Melissa Gatto,Dione Barbosa,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/caf13346cbcfdb03
UFC Fight Night: Moicano vs. Duncan,"April 04, 2026",Kai Kamaka III vs. Dakota Hope,Kai Kamaka III,Dakota Hope,Kai Kamaka III,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/a5a749aa0061fdb4
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Joe Pyfer vs. Israel Adesanya,Joe Pyfer,Israel Adesanya,Joe Pyfer,W/L,Middleweight,,2,4:18,http://www.ufcstats.com/fight-details/85e94a6c071fd9fa
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Alexa Grasso vs. Maycee Barber,Alexa Grasso,Maycee Barber,Alexa Grasso,W/L,Women's Flyweight,,1,2:42,http://www.ufcstats.com/fight-details/9a0ecee6e8ca173f
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Michael Chiesa vs. Niko Price,Michael Chiesa,Niko Price,Michael Chiesa,W/L,Welterweight,,1,1:03,http://www.ufcstats.com/fight-details/6102e7a6dcbc62f0
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Lerryan Douglas vs. Julian Erosa,Lerryan Douglas,Julian Erosa,Lerryan Douglas,W/L,Featherweight,,1,3:33,http://www.ufcstats.com/fight-details/f9f5071b993a5f4b
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Yousri Belgaroui vs. Mansur Abdul-Malik,Yousri Belgaroui,Mansur Abdul-Malik,Yousri Belgaroui,W/L,Middleweight,,3,3:39,http://www.ufcstats.com/fight-details/e32dc26b11d1f81d
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Terrance McKinney vs. Kyle Nelson,Terrance McKinney,Kyle Nelson,Terrance McKinney,W/L,Lightweight,,1,0:24,http://www.ufcstats.com/fight-details/a76e14495e61cf19
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Tofiq Musayev vs. Ignacio Bahamondes,Tofiq Musayev,Ignacio Bahamondes,Tofiq Musayev,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/fa96d6252579b51e
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Lance Gibson Jr. vs. Chase Hooper,Lance Gibson Jr.,Chase Hooper,Lance Gibson Jr.,W/L,Lightweight,,1,2:56,http://www.ufcstats.com/fight-details/689384b01b40ef5c
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Tyrell Fortune vs. Marcin Tybura,Tyrell Fortune,Marcin Tybura,Tyrell Fortune,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/08d4e3864c44f8a5
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Casey O'Neill vs. Gabriella Fernandes,Casey O'Neill,Gabriella Fernandes,Casey O'Neill,W/L,Women's Flyweight,,1,3:11,http://www.ufcstats.com/fight-details/1c50e43770ba84fc
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Navajo Stirling vs. Bruno Lopes,Navajo Stirling,Bruno Lopes,Navajo Stirling,W/L,Light Heavyweight,,2,4:05,http://www.ufcstats.com/fight-details/dbf1ee1a1912c735
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Ricky Simon vs. Adrian Yanez,Ricky Simon,Adrian Yanez,,D/D,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/a997593977ba8cad
UFC Fight Night: Adesanya vs. Pyfer,"March 28, 2026",Alexia Thainara vs. Bruna Brasil,Alexia Thainara,Bruna Brasil,Alexia Thainara,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/796e1151896195aa
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Movsar Evloev vs. Lerone Murphy,Movsar Evloev,Lerone Murphy,Movsar Evloev,W/L,Featherweight,,5,5:00,http://www.ufcstats.com/fight-details/346e3897c2ead99a
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Luke Riley vs. Michael Aswell Jr.,Luke Riley,Michael Aswell Jr.,Luke Riley,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/fa534aaa5b997a69
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Michael Page vs. Sam Patterson,Michael Page,Sam Patterson,Michael Page,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/5ee11b727e89e8ad
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Iwo Baraniewski vs. Austen Lane,Iwo Baraniewski,Austen Lane,Iwo Baraniewski,W/L,Light Heavyweight,,1,0:28,http://www.ufcstats.com/fight-details/43e26b46cbb51985
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Christian Leroy Duncan vs. Roman Dolidze,Christian Leroy Duncan,Roman Dolidze,Christian Leroy Duncan,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/562d916f55918901
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Danny Silva vs. Kurtis Campbell,Danny Silva,Kurtis Campbell,Danny Silva,W/L,Featherweight,,2,0:31,http://www.ufcstats.com/fight-details/4e58bcc0d27042fd
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Mason Jones vs. Axel Sola,Mason Jones,Axel Sola,Mason Jones,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/3ee578ddd071ad4c
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Nathaniel Wood vs. Losene Keita,Nathaniel Wood,Losene Keita,Nathaniel Wood,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/3b9f50f07d9a1601
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Mario Pinto vs. Felipe Franco,Mario Pinto,Felipe Franco,Mario Pinto,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/90187edeeda7e6d6
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Mantas Kondratavicius vs. Antonio Trocoli,Mantas Kondratavicius,Antonio Trocoli,Mantas Kondratavicius,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/8817bd21b6d0a989
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Brando Pericic vs. Louie Sutherland,Brando Pericic,Louie Sutherland,Brando Pericic,W/L,Heavyweight,,1,1:48,http://www.ufcstats.com/fight-details/bfd17ed83ec5b598
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Abdul-Kareem Al-Selwady vs. Shem Rock,Abdul-Kareem Al-Selwady,Shem Rock,Abdul-Kareem Al-Selwady,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/bbe0f3653de9f6a8
UFC Fight Night: Evloev vs. Murphy,"March 21, 2026",Shanelle Dyer vs. Ravena Oliveira,Shanelle Dyer,Ravena Oliveira,Shanelle Dyer,W/L,Women's Strawweight,,2,1:17,http://www.ufcstats.com/fight-details/216bc9b661485017
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Kevin Vallejos vs. Josh Emmett,Kevin Vallejos,Josh Emmett,Kevin Vallejos,W/L,Featherweight,,1,3:33,http://www.ufcstats.com/fight-details/f594fc5c2bc6237e
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Gillian Robertson vs. Amanda Lemos,Gillian Robertson,Amanda Lemos,Gillian Robertson,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/3b7b771b9578383d
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Jose Delgado vs. Andre Fili,Jose Delgado,Andre Fili,Jose Delgado,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/8bee5192baec71d8
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Marwan Rahiki vs. Harry Hardwick,Marwan Rahiki,Harry Hardwick,Marwan Rahiki,W/L,Featherweight,KO/TKO,2,5:00,http://www.ufcstats.com/fight-details/e0acd0cf4930671b
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Ion Cutelaba vs. Oumar Sy,Ion Cutelaba,Oumar Sy,Ion Cutelaba,W/L,Light Heavyweight,,1,4:24,http://www.ufcstats.com/fight-details/db7694f4513120d5
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Charles Johnson vs. Bruno Silva,Charles Johnson,Bruno Silva,Charles Johnson,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/fc9168fd102e2e66
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Myktybek Orolbai vs. Chris Curtis,Myktybek Orolbai,Chris Curtis,Myktybek Orolbai,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/f26c0bdf7689aea2
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Vitor Petrino vs. Steven Asplund,Vitor Petrino,Steven Asplund,Vitor Petrino,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/2c330a6f7f1e55f0
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Elijah Smith vs. SuYoung You,Elijah Smith,SuYoung You,Elijah Smith,W/L,Bantamweight,,2,1:04,http://www.ufcstats.com/fight-details/f44b4e998b6829f6
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Manoel Sousa vs. Bolaji Oki,Manoel Sousa,Bolaji Oki,Manoel Sousa,W/L,Lightweight,,3,4:12,http://www.ufcstats.com/fight-details/c769dd861357af9f
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Eryk Anders vs. Brad Tavares,Eryk Anders,Brad Tavares,Eryk Anders,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/cff81d681a01ae18
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Bia Mesquita vs. Montse Rendon,Bia Mesquita,Montse Rendon,Bia Mesquita,W/L,Women's Bantamweight,,1,2:07,http://www.ufcstats.com/fight-details/8cab057e6549afd0
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Hecher Sosa vs. Luan Lacerda,Hecher Sosa,Luan Lacerda,Hecher Sosa,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/32d371462c539bee
UFC Fight Night: Emmett vs. Vallejos,"March 14, 2026",Piera Rodriguez vs. Sam Hughes,Piera Rodriguez,Sam Hughes,Piera Rodriguez,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/244285b7fd0ddece
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Charles Oliveira vs. Max Holloway,Charles Oliveira,Max Holloway,Charles Oliveira,W/L,Lightweight,,5,5:00,http://www.ufcstats.com/fight-details/f030febede41c661
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Caio Borralho vs. Reinier de Ridder,Caio Borralho,Reinier de Ridder,Caio Borralho,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/d564db29997e1371
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Raul Rosas Jr. vs. Rob Font,Raul Rosas Jr.,Rob Font,Raul Rosas Jr.,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/bed89a91da9d04c1
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Drew Dober vs. Michael Johnson,Drew Dober,Michael Johnson,Drew Dober,W/L,Lightweight,,2,1:53,http://www.ufcstats.com/fight-details/f02c0adc4ae629c6
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Gregory Rodrigues vs. Brunno Ferreira,Gregory Rodrigues,Brunno Ferreira,Gregory Rodrigues,W/L,Middleweight,,1,1:47,http://www.ufcstats.com/fight-details/6a4738656c493ee9
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Cody Garbrandt vs. Xiao Long,Cody Garbrandt,Xiao Long,Cody Garbrandt,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/ecd16d14a138d7fb
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Donte Johnson vs. Cody Brundage,Donte Johnson,Cody Brundage,Donte Johnson,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/9c8d5dbd8905a715
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Alberto Montes vs. Ricky Turcios,Alberto Montes,Ricky Turcios,Alberto Montes,W/L,Featherweight,,2,0:40,http://www.ufcstats.com/fight-details/6feb49a6b7e8433c
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Nyamjargal Tumendemberel vs. Cody Durden,Nyamjargal Tumendemberel,Cody Durden,Nyamjargal Tumendemberel,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/f661ef429055f8c1
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Sumudaerji vs. Jesus Aguilar,Sumudaerji,Jesus Aguilar,Sumudaerji,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/a22fd3735819d858
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Diyar Nurgozhay vs. Rafael Tobias,Diyar Nurgozhay,Rafael Tobias,Diyar Nurgozhay,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/cc03e698c4b7da52
UFC 326: Holloway vs. Oliveira 2,"March 07, 2026",Rodolfo Bellato vs. Luke Fernandez,Rodolfo Bellato,Luke Fernandez,Rodolfo Bellato,W/L,Light Heavyweight,,1,2:42,http://www.ufcstats.com/fight-details/a5abdc461cb1538e
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Lone'er Kavanagh vs. Brandon Moreno,Lone'er Kavanagh,Brandon Moreno,Lone'er Kavanagh,W/L,Flyweight,,5,5:00,http://www.ufcstats.com/fight-details/1330b5c21269fe92
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",David Martinez vs. Marlon Vera,David Martinez,Marlon Vera,David Martinez,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/36d12b31957e94db
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",King Green vs. Daniel Zellhuber,King Green,Daniel Zellhuber,King Green,W/L,Lightweight,,2,4:55,http://www.ufcstats.com/fight-details/81f3d28d30d17378
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Edgar Chairez vs. Felipe Bunes,Edgar Chairez,Felipe Bunes,Edgar Chairez,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/7df505d8260ba680
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Imanol Rodriguez vs. Kevin Borjas,Imanol Rodriguez,Kevin Borjas,Imanol Rodriguez,W/L,Flyweight,,2,4:21,http://www.ufcstats.com/fight-details/15068d7b095ca9bd
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Santiago Luna vs. Angel Pacheco,Santiago Luna,Angel Pacheco,Santiago Luna,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/3b76a00f5d0400eb
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Ryan Gandra vs. Jose Daniel Medina,Ryan Gandra,Jose Daniel Medina,Ryan Gandra,W/L,Middleweight,,1,0:41,http://www.ufcstats.com/fight-details/45ec0c5f19c9adbe
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Ailin Perez vs. Macy Chiasson,Ailin Perez,Macy Chiasson,Ailin Perez,W/L,Women's Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/c40b934d2666e351
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Cristian Quinonez vs. Kris Moutinho,Cristian Quinonez,Kris Moutinho,Cristian Quinonez,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/25ab195cefbce1d0
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Javier Reyes vs. Douglas Silva de Andrade,Javier Reyes,Douglas Silva de Andrade,Javier Reyes,W/L,Featherweight,,1,4:59,http://www.ufcstats.com/fight-details/6154ee95d3f4fc32
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Regina Tarin vs. Ernesta Kareckaite,Regina Tarin,Ernesta Kareckaite,Regina Tarin,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/44d58943ac8e47e1
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Francis Marshall vs. Erik Silva,Francis Marshall,Erik Silva,Francis Marshall,W/L,Featherweight,,1,2:29,http://www.ufcstats.com/fight-details/581292ffe5b09344
UFC Fight Night: Moreno vs. Kavanagh,"February 28, 2026",Damian Pinas vs. Wes Schultz,Damian Pinas,Wes Schultz,Damian Pinas,W/L,Middleweight,,1,2:30,http://www.ufcstats.com/fight-details/c6a85b67fdd2ef3d
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Sean Strickland vs. Anthony Hernandez,Sean Strickland,Anthony Hernandez,Sean Strickland,W/L,Middleweight,,3,2:23,http://www.ufcstats.com/fight-details/8d740c844353ae0e
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Uros Medic vs. Geoff Neal,Uros Medic,Geoff Neal,Uros Medic,W/L,Welterweight,,1,1:19,http://www.ufcstats.com/fight-details/dd12bf51c5ed7f1e
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Melquizael Costa vs. Dan Ige,Melquizael Costa,Dan Ige,Melquizael Costa,W/L,Featherweight,,1,4:56,http://www.ufcstats.com/fight-details/dc6f6c8228390ebb
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Serghei Spivac vs. Ante Delija,Serghei Spivac,Ante Delija,Serghei Spivac,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/04b7bcc0e8488604
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Jacobe Smith vs. Josiah Harrell,Jacobe Smith,Josiah Harrell,Jacobe Smith,W/L,Welterweight,,1,3:01,http://www.ufcstats.com/fight-details/54437b8dba3a6110
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Michel Pereira vs. Zach Reese,Michel Pereira,Zach Reese,Michel Pereira,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/372d1dee0db8dbee
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Carlos Leal vs. Chidi Njokuani,Carlos Leal,Chidi Njokuani,Carlos Leal,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/202d3277e569ad03
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Ode Osbourne vs. Alibi Idiris,Ode Osbourne,Alibi Idiris,,D/D,Flyweight,Overturned,3,5:00,http://www.ufcstats.com/fight-details/7ffdaa44fc8d111b
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Alden Coria vs. Luis Gurule,Alden Coria,Luis Gurule,Alden Coria,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/ac39c1f00ae31e58
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Joselyne Edwards vs. Nora Cornolle,Joselyne Edwards,Nora Cornolle,Joselyne Edwards,W/L,Women's Bantamweight,,2,2:44,http://www.ufcstats.com/fight-details/fd56a469e4589ebc
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Punahele Soriano vs. Ramiz Brahimaj,Punahele Soriano,Ramiz Brahimaj,Punahele Soriano,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/8f9896e60047007f
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Jean-Paul Lebosnoyani vs. Phil Rowe,Jean-Paul Lebosnoyani,Phil Rowe,Jean-Paul Lebosnoyani,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/508e622130b0a84d
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Jordan Leavitt vs. Yadier del Valle,Jordan Leavitt,Yadier del Valle,Jordan Leavitt,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/5b97f47cdd355cbe
UFC Fight Night: Strickland vs. Hernandez,"February 21, 2026",Carli Judice vs. Juliana Miller,Carli Judice,Juliana Miller,Carli Judice,W/L,Women's Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/6e78d874097a3d22
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Mario Bautista vs. Vinicius Oliveira,Mario Bautista,Vinicius Oliveira,Mario Bautista,W/L,Bantamweight,,2,4:46,http://www.ufcstats.com/fight-details/fb4b1754d510b0d0
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Kyoji Horiguchi vs. Amir Albazi,Kyoji Horiguchi,Amir Albazi,Kyoji Horiguchi,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/dbbf8334a2600895
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Rizvan Kuniev vs. Jailton Almeida,Rizvan Kuniev,Jailton Almeida,Rizvan Kuniev,W/L,Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/a5c5f76cf0a7c784
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Michal Oleksiejczuk vs. Marc-Andre Barriault,Michal Oleksiejczuk,Marc-Andre Barriault,Michal Oleksiejczuk,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/8fea32ab0445859c
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Farid Basharat vs. Jean Matsumoto,Farid Basharat,Jean Matsumoto,Farid Basharat,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/2a26c0cfa06265b7
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Dustin Jacoby vs. Julius Walker,Dustin Jacoby,Julius Walker,Dustin Jacoby,W/L,Light Heavyweight,,2,1:42,http://www.ufcstats.com/fight-details/6cca11f353a2b42d
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Daniil Donchenko vs. Alex Morono,Daniil Donchenko,Alex Morono,Daniil Donchenko,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/f964d2dda87f25f0
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Nikolay Veretennikov vs. Niko Price,Nikolay Veretennikov,Niko Price,Nikolay Veretennikov,W/L,Welterweight,,1,1:42,http://www.ufcstats.com/fight-details/abefaf1807941ee4
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Ketlen Souza vs. Bruna Brasil,Ketlen Souza,Bruna Brasil,Ketlen Souza,W/L,Women's Strawweight,,3,5:00,http://www.ufcstats.com/fight-details/cc5c5a8cff4c1ae9
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Javid Basharat vs. Gianni Vazquez,Javid Basharat,Gianni Vazquez,Javid Basharat,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/86df0e75f41784d8
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Wang Cong vs. Eduarda Moura,Wang Cong,Eduarda Moura,Wang Cong,W/L,Catch Weight,,3,5:00,http://www.ufcstats.com/fight-details/84e8ccc3c97c2b4c
UFC Fight Night: Bautista vs. Oliveira,"February 07, 2026",Jakub Wiklacz vs. Muin Gafurov,Jakub Wiklacz,Muin Gafurov,Jakub Wiklacz,W/L,Bantamweight,,3,4:59,http://www.ufcstats.com/fight-details/9d30c887e8bd8824
