EVENT,DATE,BOUT,FIGHTER_A,FIGHTER_B,WINNER,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,FIGHT_URL
UFC on FX: Maynard vs Guida,"June 22, 2012",Ramsey Nijem vs. CJ Keith,Ramsey Nijem,CJ Keith,Ramsey Nijem,W/L,Lightweight,,1,2:29,http://www.ufcstats.com/fight-details/00731068c3195f7f
UFC on FX: Maynard vs Guida,"June 22, 2012",Rick Story vs. Brock Jardine,Rick Story,Brock Jardine,Rick Story,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/2d3cbfb47faf717d
UFC on FX: Maynard vs Guida,"June 22, 2012",Steven Siler vs. Joey Gambino,Steven Siler,Joey Gambino,Steven Siler,W/L,Featherweight,,1,2:47,http://www.ufcstats.com/fight-details/cd055be419f77f3e
UFC on FX: Maynard vs Guida,"June 22, 2012",Chris Camozzi vs. Nick Catone,Chris Camozzi,Nick Catone,Chris Camozzi,W/L,Middleweight,KO/TKO,3,1:51,http://www.ufcstats.com/fight-details/f4af2b4349b7b589
UFC on FX: Maynard vs Guida,"June 22, 2012",Matt Brown vs. Luis Ramos,Matt Brown,Luis Ramos,Matt Brown,W/L,Welterweight,,2,4:20,http://www.ufcstats.com/fight-details/a497d4a83afe6f2d
UFC on FX: Maynard vs Guida,"June 22, 2012",Dan Miller vs. Ricardo Funch,Dan Miller,Ricardo Funch,Dan Miller,W/L,Welterweight,,3,3:12,http://www.ufcstats.com/fight-details/ecb9c5ae7fd7a5cc
UFC on FX: Maynard vs Guida,"June 22, 2012",Ken Stone vs. Dustin Pague,Ken Stone,Dustin Pague,Ken Stone,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/179426f56818a1c9
UFC on FX: Johnson vs McCall,"June 08, 2012",Demetrious Johnson vs. Ian McCall,Demetrious Johnson,Ian McCall,Demetrious Johnson,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/2cf065874bcc4144
UFC on FX: Johnson vs McCall,"June 08, 2012",Erick Silva vs. Charlie Brenneman,Erick Silva,Charlie Brenneman,Erick Silva,W/L,Welterweight,,1,4:33,http://www.ufcstats.com/fight-details/77b6fd5d0b8c60b4
UFC on FX: Johnson vs McCall,"June 08, 2012",Mike Pyle vs. Josh Neer,Mike Pyle,Josh Neer,Mike Pyle,W/L,Welterweight,,1,4:56,http://www.ufcstats.com/fight-details/be6024894ebcb360
UFC on FX: Johnson vs McCall,"June 08, 2012",Eddie Wineland vs. Scott Jorgensen,Eddie Wineland,Scott Jorgensen,Eddie Wineland,W/L,Bantamweight,,2,4:10,http://www.ufcstats.com/fight-details/ed697b0ef9d455e4
UFC on FX: Johnson vs McCall,"June 08, 2012",Mike Pierce vs. Carlos Eduardo Rocha,Mike Pierce,Carlos Eduardo Rocha,Mike Pierce,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/13a6496a09ae821e
UFC on FX: Johnson vs McCall,"June 08, 2012",Seth Baczynski vs. Lance Benoist,Seth Baczynski,Lance Benoist,Seth Baczynski,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/2771872dd02e5d19
UFC on FX: Johnson vs McCall,"June 08, 2012",Matt Grice vs. Leonard Garcia,Matt Grice,Leonard Garcia,Matt Grice,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/a6d07c32a1cb9730
UFC on FX: Johnson vs McCall,"June 08, 2012",Dustin Pague vs. Jared Papazian,Dustin Pague,Jared Papazian,Dustin Pague,W/L,Bantamweight,,1,3:21,http://www.ufcstats.com/fight-details/2ccecfdd7683043e
UFC on FX: Johnson vs McCall,"June 08, 2012",Tim Means vs. Justin Salas,Tim Means,Justin Salas,Tim Means,W/L,Lightweight,,1,1:06,http://www.ufcstats.com/fight-details/1984570de7f0c89e
UFC on FX: Johnson vs McCall,"June 08, 2012",Buddy Roberts vs. Caio Magalhaes,Buddy Roberts,Caio Magalhaes,Buddy Roberts,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/873886ee1dee4c9a
UFC on FX: Johnson vs McCall,"June 08, 2012",Henry Martinez vs. Bernardo Magalhaes,Henry Martinez,Bernardo Magalhaes,Henry Martinez,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/d1ad8d6ef48f7835
UFC on FX: Johnson vs McCall,"June 08, 2012",Sean Pierson vs. Jake Hecht,Sean Pierson,Jake Hecht,Sean Pierson,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/d08a7d4de3c760ec
The Ultimate Fighter: Live Finale,"June 01, 2012",Martin Kampmann vs. Jake Ellenberger,Martin Kampmann,Jake Ellenberger,Martin Kampmann,W/L,Welterweight,,2,1:40,http://www.ufcstats.com/fight-details/8422c70a72eb9291
The Ultimate Fighter: Live Finale,"June 01, 2012",Michael Chiesa vs. Al Iaquinta,Michael Chiesa,Al Iaquinta,Michael Chiesa,W/L,Lightweight,,1,2:47,http://www.ufcstats.com/fight-details/1c245dc63a0b9d51
The Ultimate Fighter: Live Finale,"June 01, 2012",Charles Oliveira vs. Jonathan Brookins,Charles Oliveira,Jonathan Brookins,Charles Oliveira,W/L,Featherweight,,2,2:42,http://www.ufcstats.com/fight-details/0b5c7c95b0316276
The Ultimate Fighter: Live Finale,"June 01, 2012",Max Holloway vs. Pat Schilling,Max Holloway,Pat Schilling,Max Holloway,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/fe1ce9e3a38a734b
The Ultimate Fighter: Live Finale,"June 01, 2012",Justin Lawrence vs. John Cofer,Justin Lawrence,John Cofer,Justin Lawrence,W/L,Lightweight,,3,0:19,http://www.ufcstats.com/fight-details/64e7c4ee81d46900
The Ultimate Fighter: Live Finale,"June 01, 2012",Daron Cruickshank vs. Chris Tickle,Daron Cruickshank,Chris Tickle,Daron Cruickshank,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/06a28491fe26baa6
The Ultimate Fighter: Live Finale,"June 01, 2012",Myles Jury vs. Chris Saunders,Myles Jury,Chris Saunders,Myles Jury,W/L,Lightweight,,1,4:03,http://www.ufcstats.com/fight-details/2a7cf1a89de3709e
The Ultimate Fighter: Live Finale,"June 01, 2012",Sam Sicilia vs. Cristiano Marcello,Sam Sicilia,Cristiano Marcello,Sam Sicilia,W/L,Lightweight,,2,2:53,http://www.ufcstats.com/fight-details/fa8c1f3d27fc349c
The Ultimate Fighter: Live Finale,"June 01, 2012",Joe Proctor vs. Jeremy Larsen,Joe Proctor,Jeremy Larsen,Joe Proctor,W/L,Lightweight,,1,1:59,http://www.ufcstats.com/fight-details/e8bb812cd91d9c28
The Ultimate Fighter: Live Finale,"June 01, 2012",Erik Perez vs. John Albert,Erik Perez,John Albert,Erik Perez,W/L,Bantamweight,,1,4:18,http://www.ufcstats.com/fight-details/8e4439cdc98d0644
UFC 146: Dos Santos vs Mir,"May 26, 2012",Junior Dos Santos vs. Frank Mir,Junior Dos Santos,Frank Mir,Junior Dos Santos,W/L,Heavyweight,,2,3:04,http://www.ufcstats.com/fight-details/41e6ace08a2679e1
UFC 146: Dos Santos vs Mir,"May 26, 2012",Cain Velasquez vs. Antonio Silva,Cain Velasquez,Antonio Silva,Cain Velasquez,W/L,Heavyweight,,1,3:36,http://www.ufcstats.com/fight-details/1a699da1b1b5ef85
UFC 146: Dos Santos vs Mir,"May 26, 2012",Roy Nelson vs. Dave Herman,Roy Nelson,Dave Herman,Roy Nelson,W/L,Heavyweight,,1,0:51,http://www.ufcstats.com/fight-details/00cf159d5e637238
UFC 146: Dos Santos vs Mir,"May 26, 2012",Stipe Miocic vs. Shane del Rosario,Stipe Miocic,Shane del Rosario,Stipe Miocic,W/L,Heavyweight,,2,3:14,http://www.ufcstats.com/fight-details/cd2a60453f8ac133
UFC 146: Dos Santos vs Mir,"May 26, 2012",Stefan Struve vs. Lavar Johnson,Stefan Struve,Lavar Johnson,Stefan Struve,W/L,Heavyweight,,1,1:05,http://www.ufcstats.com/fight-details/a8dc7400f270a144
UFC 146: Dos Santos vs Mir,"May 26, 2012",Darren Elkins vs. Diego Brandao,Darren Elkins,Diego Brandao,Darren Elkins,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/b187bdcc2ceba00f
UFC 146: Dos Santos vs Mir,"May 26, 2012",Jamie Varner vs. Edson Barboza,Jamie Varner,Edson Barboza,Jamie Varner,W/L,Lightweight,,1,3:23,http://www.ufcstats.com/fight-details/9cdeb62aa9092713
UFC 146: Dos Santos vs Mir,"May 26, 2012",CB Dollaway vs. Jason Miller,CB Dollaway,Jason Miller,CB Dollaway,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/de8e1dd07ad49c94
UFC 146: Dos Santos vs Mir,"May 26, 2012",Dan Hardy vs. Duane Ludwig,Dan Hardy,Duane Ludwig,Dan Hardy,W/L,Welterweight,,1,3:51,http://www.ufcstats.com/fight-details/8238c5f16d0b39c3
UFC 146: Dos Santos vs Mir,"May 26, 2012",Paul Sass vs. Jacob Volkmann,Paul Sass,Jacob Volkmann,Paul Sass,W/L,Lightweight,,1,1:54,http://www.ufcstats.com/fight-details/3fc1ebe73920a2a7
UFC 146: Dos Santos vs Mir,"May 26, 2012",Glover Teixeira vs. Kyle Kingsbury,Glover Teixeira,Kyle Kingsbury,Glover Teixeira,W/L,Light Heavyweight,,1,1:53,http://www.ufcstats.com/fight-details/a6a1adfeab7f7bb7
UFC 146: Dos Santos vs Mir,"May 26, 2012",Mike Brown vs. Daniel Pineda,Mike Brown,Daniel Pineda,Mike Brown,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/d5457867cbd0caf7
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Chan Sung Jung vs. Dustin Poirier,Chan Sung Jung,Dustin Poirier,Chan Sung Jung,W/L,Featherweight,,4,1:07,http://www.ufcstats.com/fight-details/a8ec9c513d28c25c
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Amir Sadollah vs. Jorge Lopez,Amir Sadollah,Jorge Lopez,Amir Sadollah,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/0b4ac9bcf5dbb382
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Donald Cerrone vs. Jeremy Stephens,Donald Cerrone,Jeremy Stephens,Donald Cerrone,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/49818fb1520ce956
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Yves Jabouin vs. Jeff Hougland,Yves Jabouin,Jeff Hougland,Yves Jabouin,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/e0e41464c1bc7ee1
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Igor Pokrajac vs. Fabio Maldonado,Igor Pokrajac,Fabio Maldonado,Igor Pokrajac,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/303db84673492cd6
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Tom Lawlor vs. Jason MacDonald,Tom Lawlor,Jason MacDonald,Tom Lawlor,W/L,Middleweight,,1,0:50,http://www.ufcstats.com/fight-details/57bbe424b0d6837c
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Brad Tavares vs. Dongi Yang,Brad Tavares,Dongi Yang,Brad Tavares,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/3b1461ff02a3f98e
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Cody McKenzie vs. Marcus LeVesseur,Cody McKenzie,Marcus LeVesseur,Cody McKenzie,W/L,Lightweight,,1,3:05,http://www.ufcstats.com/fight-details/df5ab14481442365
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",TJ Grant vs. Carlo Prater,TJ Grant,Carlo Prater,TJ Grant,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/4655930eb83446c7
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Rafael Dos Anjos vs. Kamal Shalorus,Rafael Dos Anjos,Kamal Shalorus,Rafael Dos Anjos,W/L,Lightweight,,1,1:40,http://www.ufcstats.com/fight-details/ade59be2e9bc1108
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Johnny Eduardo vs. Jeff Curran,Johnny Eduardo,Jeff Curran,Johnny Eduardo,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/fc95c49b69a8d476
UFC on FUEL TV: Korean Zombie vs Poirier,"May 15, 2012",Francisco Rivera vs. Alex Soto,Francisco Rivera,Alex Soto,Francisco Rivera,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/b4407dd3627c1675
UFC on FOX: Diaz vs Miller,"May 05, 2012",Nate Diaz vs. Jim Miller,Nate Diaz,Jim Miller,Nate Diaz,W/L,Lightweight,,2,4:09,http://www.ufcstats.com/fight-details/db51d17ea03da745
UFC on FOX: Diaz vs Miller,"May 05, 2012",Johny Hendricks vs. Josh Koscheck,Johny Hendricks,Josh Koscheck,Johny Hendricks,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/a5fa3bf3dc91eb88
UFC on FOX: Diaz vs Miller,"May 05, 2012",Alan Belcher vs. Rousimar Palhares,Alan Belcher,Rousimar Palhares,Alan Belcher,W/L,Middleweight,,1,4:18,http://www.ufcstats.com/fight-details/704a089fde021153
UFC on FOX: Diaz vs Miller,"May 05, 2012",Lavar Johnson vs. Pat Barry,Lavar Johnson,Pat Barry,Lavar Johnson,W/L,Heavyweight,,1,4:38,http://www.ufcstats.com/fight-details/c7be6a466d1d0a1e
UFC on FOX: Diaz vs Miller,"May 05, 2012",Michael Johnson vs. Tony Ferguson,Michael Johnson,Tony Ferguson,Michael Johnson,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/1f290005cc147afb
UFC on FOX: Diaz vs Miller,"May 05, 2012",John Dodson vs. Tim Elliott,John Dodson,Tim Elliott,John Dodson,W/L,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/e257f0f5224ef6ab
UFC on FOX: Diaz vs Miller,"May 05, 2012",John Hathaway vs. Pascal Krauss,John Hathaway,Pascal Krauss,John Hathaway,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/920665daa1261dbc
UFC on FOX: Diaz vs Miller,"May 05, 2012",Louis Gaudinot vs. John Lineker,Louis Gaudinot,John Lineker,Louis Gaudinot,W/L,Flyweight,,2,4:54,http://www.ufcstats.com/fight-details/539e0008bb634f1b
UFC on FOX: Diaz vs Miller,"May 05, 2012",Danny Castillo vs. John Cholish,Danny Castillo,John Cholish,Danny Castillo,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/c039953c2f438832
UFC on FOX: Diaz vs Miller,"May 05, 2012",Dennis Bermudez vs. Pablo Garza,Dennis Bermudez,Pablo Garza,Dennis Bermudez,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/0387bc11a0a0c325
UFC on FOX: Diaz vs Miller,"May 05, 2012",Roland Delorme vs. Nick Denis,Roland Delorme,Nick Denis,Roland Delorme,W/L,Bantamweight,,1,4:59,http://www.ufcstats.com/fight-details/151f9966cae7682c
UFC on FOX: Diaz vs Miller,"May 05, 2012",Karlos Vemola vs. Mike Massenzio,Karlos Vemola,Mike Massenzio,Karlos Vemola,W/L,Middleweight,,2,1:07,http://www.ufcstats.com/fight-details/a28c80463d7d0c03
UFC 145: Jones vs Evans,"April 21, 2012",Jon Jones vs. Rashad Evans,Jon Jones,Rashad Evans,Jon Jones,W/L,Light Heavyweight,,5,5:00,http://www.ufcstats.com/fight-details/9dc5b5f29d9ff028
UFC 145: Jones vs Evans,"April 21, 2012",Rory MacDonald vs. Che Mills,Rory MacDonald,Che Mills,Rory MacDonald,W/L,Welterweight,,2,2:20,http://www.ufcstats.com/fight-details/4966e9d7479c8d8d
UFC 145: Jones vs Evans,"April 21, 2012",Ben Rothwell vs. Brendan Schaub,Ben Rothwell,Brendan Schaub,Ben Rothwell,W/L,Heavyweight,,1,1:10,http://www.ufcstats.com/fight-details/41d170c5da83c8be
UFC 145: Jones vs Evans,"April 21, 2012",Michael McDonald vs. Miguel Torres,Michael McDonald,Miguel Torres,Michael McDonald,W/L,Bantamweight,,1,3:18,http://www.ufcstats.com/fight-details/33a93002fef6c89d
UFC 145: Jones vs Evans,"April 21, 2012",Eddie Yagin vs. Mark Hominick,Eddie Yagin,Mark Hominick,Eddie Yagin,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/eb5cd79e00dd5cd2
UFC 145: Jones vs Evans,"April 21, 2012",Mark Bocek vs. John Alessio,Mark Bocek,John Alessio,Mark Bocek,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/c1c8b38d315d487b
UFC 145: Jones vs Evans,"April 21, 2012",Travis Browne vs. Chad Griggs,Travis Browne,Chad Griggs,Travis Browne,W/L,Heavyweight,,1,2:29,http://www.ufcstats.com/fight-details/a6c02fb0b18e916c
UFC 145: Jones vs Evans,"April 21, 2012",Matt Brown vs. Stephen Thompson,Matt Brown,Stephen Thompson,Matt Brown,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/bf5a5b23a49fa17c
UFC 145: Jones vs Evans,"April 21, 2012",Anthony Njokuani vs. John Makdessi,Anthony Njokuani,John Makdessi,Anthony Njokuani,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/2bb3a036759d79f2
UFC 145: Jones vs Evans,"April 21, 2012",Mac Danzig vs. Efrain Escudero,Mac Danzig,Efrain Escudero,Mac Danzig,W/L,Lightweight,,3,5:00,http://www.ufcstats.com/fight-details/ad101f8850eff427
UFC 145: Jones vs Evans,"April 21, 2012",Chris Clements vs. Keith Wisniewski,Chris Clements,Keith Wisniewski,Chris Clements,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/06eb7492a27bb19a
UFC 145: Jones vs Evans,"April 21, 2012",Marcus Brimage vs. Maximo Blanco,Marcus Brimage,Maximo Blanco,Marcus Brimage,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/eaf8782e4e03139b
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Alexander Gustafsson vs. Thiago Silva,Alexander Gustafsson,Thiago Silva,Alexander Gustafsson,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/93096cfccdbf4fe8
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Brian Stann vs. Alessio Sakara,Brian Stann,Alessio Sakara,Brian Stann,W/L,Middleweight,,1,2:26,http://www.ufcstats.com/fight-details/990bf4ef60890853
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Siyar Bahadurzada vs. Paulo Thiago,Siyar Bahadurzada,Paulo Thiago,Siyar Bahadurzada,W/L,Welterweight,,1,0:42,http://www.ufcstats.com/fight-details/8757fbfa0857415f
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Dennis Siver vs. Diego Nunes,Dennis Siver,Diego Nunes,Dennis Siver,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/2dc181c1473eb269
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",John Maguire vs. DaMarques Johnson,John Maguire,DaMarques Johnson,John Maguire,W/L,Welterweight,,2,4:40,http://www.ufcstats.com/fight-details/3368c2419e259992
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Brad Pickett vs. Damacio Page,Brad Pickett,Damacio Page,Brad Pickett,W/L,Bantamweight,,2,4:05,http://www.ufcstats.com/fight-details/806761834799c352
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",James Head vs. Papy Abedi,James Head,Papy Abedi,James Head,W/L,Welterweight,,1,4:33,http://www.ufcstats.com/fight-details/a2308473bcd77da8
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Cyrille Diabate vs. Tom DeBlass,Cyrille Diabate,Tom DeBlass,Cyrille Diabate,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/8aa637fc26a01581
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Francis Carmont vs. Magnus Cedenblad,Francis Carmont,Magnus Cedenblad,Francis Carmont,W/L,Middleweight,,2,1:42,http://www.ufcstats.com/fight-details/a90cabf2913fc6ef
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Reza Madadi vs. Yoislandy Izquierdo,Reza Madadi,Yoislandy Izquierdo,Reza Madadi,W/L,Lightweight,,2,1:28,http://www.ufcstats.com/fight-details/a7e1e349980063c9
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Simeon Thoresen vs. Besam Yousef,Simeon Thoresen,Besam Yousef,Simeon Thoresen,W/L,Welterweight,,2,2:36,http://www.ufcstats.com/fight-details/589fd70f6f8b747c
UFC on FUEL TV: Gustafsson vs Silva,"April 14, 2012",Jason Young vs. Eric Wisely,Jason Young,Eric Wisely,Jason Young,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/0890d21317c9aa2d
UFC on FX: Alves vs Kampmann,"March 02, 2012",Martin Kampmann vs. Thiago Alves,Martin Kampmann,Thiago Alves,Martin Kampmann,W/L,Welterweight,,3,4:12,http://www.ufcstats.com/fight-details/b42d4c3c701945bf
UFC on FX: Alves vs Kampmann,"March 02, 2012",Joseph Benavidez vs. Yasuhiro Urushitani,Joseph Benavidez,Yasuhiro Urushitani,Joseph Benavidez,W/L,Flyweight,,2,0:11,http://www.ufcstats.com/fight-details/058d32372a2271fd
UFC on FX: Alves vs Kampmann,"March 02, 2012",Demetrious Johnson vs. Ian McCall,Demetrious Johnson,Ian McCall,,D/D,Flyweight,,3,5:00,http://www.ufcstats.com/fight-details/5c55530a258a9e41
UFC on FX: Alves vs Kampmann,"March 02, 2012",Constantinos Philippou vs. Court McGee,Constantinos Philippou,Court McGee,Constantinos Philippou,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/01e5e4099f03f20e
UFC on FX: Alves vs Kampmann,"March 02, 2012",James Te Huna vs. Aaron Rosa,James Te Huna,Aaron Rosa,James Te Huna,W/L,Light Heavyweight,,1,2:08,http://www.ufcstats.com/fight-details/33f0817701e49bf1
UFC on FX: Alves vs Kampmann,"March 02, 2012",Anthony Perosh vs. Nick Penner,Anthony Perosh,Nick Penner,Anthony Perosh,W/L,Light Heavyweight,,1,4:59,http://www.ufcstats.com/fight-details/b218d6a420abb67b
UFC on FX: Alves vs Kampmann,"March 02, 2012",Steven Siler vs. Cole Miller,Steven Siler,Cole Miller,Steven Siler,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/54b7b3378e394070
UFC on FX: Alves vs Kampmann,"March 02, 2012",Andrew Craig vs. Kyle Noke,Andrew Craig,Kyle Noke,Andrew Craig,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/a00b98f41c05ae6c
UFC on FX: Alves vs Kampmann,"March 02, 2012",TJ Waldburger vs. Jake Hecht,TJ Waldburger,Jake Hecht,TJ Waldburger,W/L,Welterweight,,1,0:55,http://www.ufcstats.com/fight-details/3a2bd4fe6f08bc17
UFC on FX: Alves vs Kampmann,"March 02, 2012",Daniel Pineda vs. Mackens Semerzier,Daniel Pineda,Mackens Semerzier,Daniel Pineda,W/L,Featherweight,,1,2:05,http://www.ufcstats.com/fight-details/60f53ad3f114da6e
UFC on FX: Alves vs Kampmann,"March 02, 2012",Shawn Jordan vs. Oli Thompson,Shawn Jordan,Oli Thompson,Shawn Jordan,W/L,Heavyweight,,2,3:53,http://www.ufcstats.com/fight-details/6ba485fc7b8f38ee
UFC 144: Edgar vs Henderson,"February 25, 2012",Benson Henderson vs. Frankie Edgar,Benson Henderson,Frankie Edgar,Benson Henderson,W/L,Lightweight,,5,5:00,http://www.ufcstats.com/fight-details/43b494c32b7f18cb
UFC 144: Edgar vs Henderson,"February 25, 2012",Ryan Bader vs. Quinton Jackson,Ryan Bader,Quinton Jackson,Ryan Bader,W/L,Light Heavyweight,,3,5:00,http://www.ufcstats.com/fight-details/7c307d98ed135d32
UFC 144: Edgar vs Henderson,"February 25, 2012",Mark Hunt vs. Cheick Kongo,Mark Hunt,Cheick Kongo,Mark Hunt,W/L,Heavyweight,,1,2:11,http://www.ufcstats.com/fight-details/319053a9de63ab85
UFC 144: Edgar vs Henderson,"February 25, 2012",Jake Shields vs. Yoshihiro Akiyama,Jake Shields,Yoshihiro Akiyama,Jake Shields,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/53d2a57daaae700b
UFC 144: Edgar vs Henderson,"February 25, 2012",Tim Boetsch vs. Yushin Okami,Tim Boetsch,Yushin Okami,Tim Boetsch,W/L,Middleweight,,3,0:54,http://www.ufcstats.com/fight-details/eac1c31f1b3d11f3
UFC 144: Edgar vs Henderson,"February 25, 2012",Hatsu Hioki vs. Bart Palaszewski,Hatsu Hioki,Bart Palaszewski,Hatsu Hioki,W/L,Featherweight,,3,5:00,http://www.ufcstats.com/fight-details/6bcf5381dd8de85b
UFC 144: Edgar vs Henderson,"February 25, 2012",Anthony Pettis vs. Joe Lauzon,Anthony Pettis,Joe Lauzon,Anthony Pettis,W/L,Lightweight,,1,1:21,http://www.ufcstats.com/fight-details/9b4bff38430a01eb
UFC 144: Edgar vs Henderson,"February 25, 2012",Takanori Gomi vs. Eiji Mitsuoka,Takanori Gomi,Eiji Mitsuoka,Takanori Gomi,W/L,Lightweight,,2,2:21,http://www.ufcstats.com/fight-details/1b4f87d607b3964d
UFC 144: Edgar vs Henderson,"February 25, 2012",Vaughan Lee vs. Norifumi Yamamoto,Vaughan Lee,Norifumi Yamamoto,Vaughan Lee,W/L,Bantamweight,,1,4:29,http://www.ufcstats.com/fight-details/a196dce12754e34e
UFC 144: Edgar vs Henderson,"February 25, 2012",Riki Fukuda vs. Steve Cantwell,Riki Fukuda,Steve Cantwell,Riki Fukuda,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/fb57dcc651894ae9
UFC 144: Edgar vs Henderson,"February 25, 2012",Chris Cariaso vs. Takeya Mizugaki,Chris Cariaso,Takeya Mizugaki,Chris Cariaso,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/3101c8d54df53e27
UFC 144: Edgar vs Henderson,"February 25, 2012",Issei Tamura vs. Zhang Tiequan,Issei Tamura,Zhang Tiequan,Issei Tamura,W/L,Featherweight,,2,0:32,http://www.ufcstats.com/fight-details/84e800acc2aacd8e
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012",Jake Ellenberger vs. Diego Sanchez,Jake Ellenberger,Diego Sanchez,Jake Ellenberger,W/L,Welterweight,,3,5:00,http://www.ufcstats.com/fight-details/3e50773520e7a218
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012",Stefan Struve vs. Dave Herman,Stefan Struve,Dave Herman,Stefan Struve,W/L,Heavyweight,,2,3:52,http://www.ufcstats.com/fight-details/e93d07a18ca847c8
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012",Ronny Markes vs. Aaron Simpson,Ronny Markes,Aaron Simpson,Ronny Markes,W/L,Middleweight,,3,5:00,http://www.ufcstats.com/fight-details/f10d3d4ffd5a4922
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012",Stipe Miocic vs. Philip De Fries,Stipe Miocic,Philip De Fries,Stipe Miocic,W/L,Heavyweight,,1,0:43,http://www.ufcstats.com/fight-details/796a7e1fa80af990
UFC on FUEL TV: Sanchez vs Ellenberger,"February 15, 2012",TJ Dillashaw vs. Walel Watson,TJ Dillashaw,Walel Watson,TJ Dillashaw,W/L,Bantamweight,,3,5:00,http://www.ufcstats.com/fight-details/5f7a1ba6e016b249
