EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,00,17 of 3411 of 17,50%64%,19 of 3617 of 23,2 of 30 of 4,66%0%,10,00,1:091:15,,,,,,
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,,,,,,,,,,17 of 5225 of 47,32%53%,8 of 4013 of 32,4 of 77 of 10,5 of 55 of 5,13 of 4523 of 45
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,,,,,,,,,,25 of 5222 of 47,48%46%,12 of 3415 of 34,8 of 126 of 12,5 of 61 of 1,11 of 3516 of 39
UFC Fight Night: Machida vs Dollaway,Renan Barao vs. Mitch Gagnon,Total,Renan Barao,,,,,,,,,,17 of 3411 of 17,50%64%,9 of 244 of 10,6 of 84 of 4,2 of 23 of 3,10 of 256 of 11
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,00,12 of 2962 of 94,41%65%,14 of 32122 of 162,1 of 24 of 8,50%50%,10,00,0:3711:16,,,,,,
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,00,3 of 819 of 26,37%73%,4 of 942 of 49,0 of 01 of 2,---50%,10,00,0:003:44,,,,,,
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,00,8 of 1519 of 33,53%57%,8 of 1534 of 53,0 of 12 of 3,0%66%,00,00,0:003:45,,,,,,
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,00,1 of 624 of 35,16%68%,2 of 846 of 60,1 of 11 of 3,100%33%,00,00,0:373:47,,,,,,
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,,,,,,,,,,3 of 819 of 26,37%73%,1 of 618 of 25,2 of 21 of 1,0 of 00 of 0,1 of 62 of 3
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,,,,,,,,,,8 of 1519 of 33,53%57%,7 of 1417 of 31,0 of 01 of 1,1 of 11 of 1,6 of 120 of 6
UFC Fight Night: Machida vs Dollaway,Patrick Cummins vs. Antonio Carlos Junior,Total,Antonio Carlos Junior,,,,,,,,,,1 of 624 of 35,16%68%,0 of 523 of 34,1 of 11 of 1,0 of 00 of 0,1 of 61 of 3
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,02,56 of 11891 of 161,47%56%,57 of 119102 of 172,0 of 01 of 2,---50%,00,00,0:000:59,,,,,,
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,00,22 of 3929 of 55,56%52%,22 of 3930 of 56,0 of 01 of 1,---100%,00,00,0:000:03,,,,,,
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,00,20 of 4129 of 50,48%58%,21 of 4231 of 52,0 of 00 of 0,------,00,00,0:000:16,,,,,,
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,02,14 of 3833 of 56,36%58%,14 of 3841 of 64,0 of 00 of 1,---0%,00,00,0:000:40,,,,,,
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,,,,,,,,,,22 of 3929 of 55,56%52%,5 of 1612 of 33,5 of 87 of 11,12 of 1510 of 11,22 of 3927 of 52
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,,,,,,,,,,20 of 4129 of 50,48%58%,4 of 1915 of 29,8 of 118 of 13,8 of 116 of 8,17 of 3624 of 44
UFC Fight Night: Machida vs Dollaway,Rashid Magomedov vs. Elias Silverio,Total,Elias Silverio,,,,,,,,,,14 of 3833 of 56,36%58%,4 of 2125 of 46,4 of 94 of 6,6 of 84 of 4,14 of 3821 of 40
UFC Fight Night: Machida vs Dollaway,Erick Silva vs. Mike Rhodes,Total,Erick Silva,00,2 of 22 of 3,100%66%,4 of 43 of 4,1 of 10 of 0,100%---,10,00,1:050:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Erick Silva vs. Mike Rhodes,Total,Erick Silva,00,2 of 22 of 3,100%66%,4 of 43 of 4,1 of 10 of 0,100%---,10,00,1:050:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Erick Silva vs. Mike Rhodes,Total,Erick Silva,,,,,,,,,,2 of 22 of 3,100%66%,1 of 11 of 2,1 of 11 of 1,0 of 00 of 0,2 of 22 of 3
UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Total,Daniel Sarafian,01,24 of 4637 of 73,52%50%,24 of 4639 of 75,0 of 20 of 0,0%---,00,00,0:191:17,,,,,,
UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Total,Daniel Sarafian,01,19 of 3732 of 66,51%48%,19 of 3734 of 68,0 of 20 of 0,0%---,00,00,0:191:17,,,,,,
UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Total,Daniel Sarafian,00,5 of 95 of 7,55%71%,5 of 95 of 7,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Total,Daniel Sarafian,,,,,,,,,,19 of 3732 of 66,51%48%,11 of 2919 of 50,3 of 35 of 8,5 of 58 of 8,19 of 3727 of 57
UFC Fight Night: Machida vs Dollaway,Daniel Sarafian vs. Antonio Dos Santos,Total,Daniel Sarafian,,,,,,,,,,5 of 95 of 7,55%71%,0 of 44 of 6,2 of 20 of 0,3 of 31 of 1,5 of 95 of 7
UFC Fight Night: Machida vs Dollaway,Marcos Rogerio de Lima vs. Igor Pokrajac,Total,Marcos Rogerio de Lima,10,18 of 213 of 6,85%50%,33 of 374 of 7,0 of 00 of 0,------,00,00,1:390:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Marcos Rogerio de Lima vs. Igor Pokrajac,Total,Marcos Rogerio de Lima,10,18 of 213 of 6,85%50%,33 of 374 of 7,0 of 00 of 0,------,00,00,1:390:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Marcos Rogerio de Lima vs. Igor Pokrajac,Total,Marcos Rogerio de Lima,,,,,,,,,,18 of 213 of 6,85%50%,9 of 123 of 6,2 of 20 of 0,7 of 70 of 0,8 of 103 of 6
UFC Fight Night: Machida vs Dollaway,Renato Moicano vs. Tom Niinimaki,Total,Tom Niinimaki,00,33 of 6448 of 111,51%43%,33 of 6450 of 113,0 of 01 of 2,---50%,01,00,0:000:31,,,,,,
UFC Fight Night: Machida vs Dollaway,Renato Moicano vs. Tom Niinimaki,Total,Tom Niinimaki,00,20 of 3824 of 65,52%36%,20 of 3824 of 65,0 of 00 of 1,---0%,00,00,0:000:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Renato Moicano vs. Tom Niinimaki,Total,Tom Niinimaki,00,13 of 2624 of 46,50%52%,13 of 2626 of 48,0 of 01 of 1,---100%,01,00,0:000:31,,,,,,
UFC Fight Night: Machida vs Dollaway,Renato Moicano vs. Tom Niinimaki,Total,Tom Niinimaki,,,,,,,,,,20 of 3824 of 65,52%36%,4 of 1916 of 54,3 of 43 of 6,13 of 155 of 5,20 of 3823 of 64
UFC Fight Night: Machida vs Dollaway,Renato Moicano vs. Tom Niinimaki,Total,Tom Niinimaki,,,,,,,,,,13 of 2624 of 46,50%52%,3 of 1317 of 39,3 of 41 of 1,7 of 96 of 6,13 of 2623 of 44
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,00,37 of 9730 of 52,38%57%,77 of 14065 of 93,1 of 65 of 6,16%83%,10,00,2:427:52,,,,,,
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,00,12 of 2612 of 22,46%54%,22 of 3822 of 32,1 of 51 of 2,20%50%,00,00,1:142:47,,,,,,
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,00,14 of 306 of 11,46%54%,26 of 4325 of 35,0 of 12 of 2,0%100%,00,00,0:423:08,,,,,,
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,00,11 of 4112 of 19,26%63%,29 of 5918 of 26,0 of 02 of 2,---100%,10,00,0:461:57,,,,,,
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,,,,,,,,,,12 of 2612 of 22,46%54%,7 of 189 of 18,4 of 72 of 3,1 of 11 of 1,5 of 146 of 14
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,,,,,,,,,,14 of 306 of 11,46%54%,8 of 234 of 9,3 of 41 of 1,3 of 31 of 1,6 of 193 of 8
UFC Fight Night: Machida vs Dollaway,Hacran Dias vs. Darren Elkins,Total,Darren Elkins,,,,,,,,,,11 of 4112 of 19,26%63%,10 of 398 of 15,1 of 20 of 0,0 of 04 of 4,8 of 3810 of 17
UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Total,Leandro Issa,00,25 of 378 of 19,67%42%,57 of 768 of 20,2 of 31 of 2,66%50%,11,10,6:540:35,,,,,,
UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Total,Leandro Issa,00,19 of 243 of 9,79%33%,38 of 473 of 10,1 of 21 of 1,50%100%,00,10,3:210:35,,,,,,
UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Total,Leandro Issa,00,6 of 135 of 10,46%50%,19 of 295 of 10,1 of 10 of 1,100%0%,11,00,3:330:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Total,Leandro Issa,,,,,,,,,,19 of 243 of 9,79%33%,7 of 111 of 4,0 of 00 of 3,12 of 132 of 2,8 of 132 of 7
UFC Fight Night: Machida vs Dollaway,Leandro Issa vs. Yuta Sasaki,Total,Leandro Issa,,,,,,,,,,6 of 135 of 10,46%50%,3 of 103 of 8,0 of 01 of 1,3 of 31 of 1,4 of 84 of 9
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,00,36 of 8043 of 68,45%63%,60 of 10953 of 79,1 of 41 of 2,25%50%,00,00,1:452:17,,,,,,
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,00,16 of 2916 of 26,55%61%,18 of 3117 of 28,0 of 10 of 1,0%0%,00,00,0:070:07,,,,,,
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,00,12 of 2611 of 17,46%64%,33 of 5217 of 23,1 of 21 of 1,50%100%,00,00,1:082:10,,,,,,
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,00,8 of 2516 of 25,32%64%,9 of 2619 of 28,0 of 10 of 0,0%---,00,00,0:300:00,,,,,,
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,,,,,,,,,,16 of 2916 of 26,55%61%,9 of 208 of 16,5 of 64 of 6,2 of 34 of 4,14 of 2715 of 24
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,,,,,,,,,,12 of 2611 of 17,46%64%,8 of 219 of 12,3 of 41 of 4,1 of 11 of 1,4 of 155 of 10
UFC Fight Night: Machida vs Dollaway,Tim Means vs. Marcio Alexandre Junior,Total,Marcio Alexandre Junior,,,,,,,,,,8 of 2516 of 25,32%64%,6 of 197 of 14,1 of 54 of 6,1 of 15 of 5,7 of 2414 of 22
UFC Fight Night: Machida vs Dollaway,Vitor Miranda vs. Jake Collier,Total,Vitor Miranda,00,14 of 2115 of 35,66%42%,19 of 2622 of 44,0 of 02 of 3,---66%,01,00,0:013:04,,,,,,
UFC Fight Night: Machida vs Dollaway,Vitor Miranda vs. Jake Collier,Total,Vitor Miranda,00,14 of 2115 of 35,66%42%,19 of 2622 of 44,0 of 02 of 3,---66%,01,00,0:013:04,,,,,,
UFC Fight Night: Machida vs Dollaway,Vitor Miranda vs. Jake Collier,Total,Vitor Miranda,,,,,,,,,,14 of 2115 of 35,66%42%,6 of 1211 of 30,4 of 54 of 5,4 of 40 of 0,12 of 1913 of 33
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,10,123 of 30389 of 193,40%46%,140 of 322102 of 206,1 of 11 of 18,100%5%,00,00,1:213:02,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,00,20 of 4418 of 32,45%56%,22 of 4620 of 34,0 of 00 of 6,---0%,00,00,0:000:42,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,00,16 of 4014 of 26,40%53%,17 of 4120 of 32,0 of 01 of 4,---25%,00,00,0:151:37,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,10,21 of 6212 of 36,33%33%,23 of 6613 of 37,0 of 00 of 4,---0%,00,00,0:090:04,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,00,26 of 6220 of 40,41%50%,33 of 6922 of 42,1 of 10 of 2,100%0%,00,00,0:290:27,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,00,40 of 9525 of 59,42%42%,45 of 10027 of 61,0 of 00 of 2,---0%,00,00,0:280:12,,,,,,
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,,,,,,,,,,20 of 4418 of 32,45%56%,17 of 3412 of 26,3 of 104 of 4,0 of 02 of 2,18 of 4210 of 20
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,,,,,,,,,,16 of 4014 of 26,40%53%,12 of 2712 of 24,4 of 132 of 2,0 of 00 of 0,12 of 359 of 16
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,,,,,,,,,,21 of 6212 of 36,33%33%,11 of 4111 of 34,10 of 211 of 2,0 of 00 of 0,20 of 5911 of 33
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,,,,,,,,,,26 of 6220 of 40,41%50%,18 of 4518 of 38,8 of 170 of 0,0 of 02 of 2,23 of 5920 of 37
UFC on FOX: Dos Santos vs Miocic,Junior Dos Santos vs. Stipe Miocic,Total,Junior Dos Santos,,,,,,,,,,40 of 9525 of 59,42%42%,20 of 5524 of 58,20 of 401 of 1,0 of 00 of 0,38 of 9320 of 53
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,00,77 of 11913 of 104,64%12%,129 of 17551 of 145,2 of 20 of 0,100%---,00,00,7:470:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,00,25 of 499 of 61,51%14%,36 of 6214 of 66,0 of 00 of 0,------,00,00,1:410:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,00,30 of 424 of 39,71%10%,34 of 4710 of 45,1 of 10 of 0,100%---,00,00,1:440:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,00,22 of 280 of 4,78%0%,59 of 6627 of 34,1 of 10 of 0,100%---,00,00,4:220:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,,,,,,,,,,25 of 499 of 61,51%14%,13 of 328 of 55,2 of 51 of 5,10 of 120 of 1,16 of 348 of 60
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,,,,,,,,,,30 of 424 of 39,71%10%,13 of 234 of 39,3 of 40 of 0,14 of 150 of 0,19 of 304 of 39
UFC on FOX: Dos Santos vs Miocic,Rafael Dos Anjos vs. Nate Diaz,Total,Rafael Dos Anjos,,,,,,,,,,22 of 280 of 4,78%0%,20 of 260 of 4,0 of 00 of 0,2 of 20 of 0,2 of 20 of 4
UFC on FOX: Dos Santos vs Miocic,Alistair Overeem vs. Stefan Struve,Total,Alistair Overeem,00,17 of 252 of 5,68%40%,24 of 324 of 7,1 of 20 of 0,50%---,00,00,2:410:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Alistair Overeem vs. Stefan Struve,Total,Alistair Overeem,00,17 of 252 of 5,68%40%,24 of 324 of 7,1 of 20 of 0,50%---,00,00,2:410:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Alistair Overeem vs. Stefan Struve,Total,Alistair Overeem,,,,,,,,,,17 of 252 of 5,68%40%,12 of 180 of 3,5 of 62 of 2,0 of 10 of 0,0 of 22 of 4
UFC on FOX: Dos Santos vs Miocic,Matt Mitrione vs. Gabriel Gonzaga,Total,Gabriel Gonzaga,01,6 of 1212 of 18,50%66%,6 of 1213 of 19,0 of 00 of 0,------,00,00,0:000:07,,,,,,
UFC on FOX: Dos Santos vs Miocic,Matt Mitrione vs. Gabriel Gonzaga,Total,Gabriel Gonzaga,01,6 of 1212 of 18,50%66%,6 of 1213 of 19,0 of 00 of 0,------,00,00,0:000:07,,,,,,
UFC on FOX: Dos Santos vs Miocic,Matt Mitrione vs. Gabriel Gonzaga,Total,Gabriel Gonzaga,,,,,,,,,,6 of 1212 of 18,50%66%,4 of 912 of 18,2 of 30 of 0,0 of 00 of 0,6 of 127 of 13
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,01,27 of 7038 of 125,38%30%,59 of 10447 of 134,7 of 160 of 0,43%---,10,00,8:481:07,,,,,,
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,01,10 of 2313 of 40,43%32%,26 of 4017 of 44,1 of 50 of 0,20%---,10,00,2:540:33,,,,,,
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,00,7 of 2516 of 47,28%34%,13 of 3119 of 50,3 of 50 of 0,60%---,00,00,2:300:11,,,,,,
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,00,10 of 229 of 38,45%23%,20 of 3311 of 40,3 of 60 of 0,50%---,00,00,3:240:23,,,,,,
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,,,,,,,,,,10 of 2313 of 40,43%32%,7 of 208 of 32,3 of 35 of 7,0 of 00 of 1,5 of 164 of 27
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,,,,,,,,,,7 of 2516 of 47,28%34%,2 of 206 of 35,5 of 510 of 12,0 of 00 of 0,2 of 1911 of 38
UFC on FOX: Dos Santos vs Miocic,Joanna Jedrzejczyk vs. Claudia Gadelha,Total,Claudia Gadelha,,,,,,,,,,10 of 229 of 38,45%23%,9 of 196 of 35,1 of 33 of 3,0 of 00 of 0,4 of 105 of 31
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,01,56 of 9522 of 75,58%29%,95 of 13729 of 82,1 of 40 of 0,25%---,11,10,7:000:25,,,,,,
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,01,14 of 3313 of 47,42%27%,18 of 3714 of 48,0 of 00 of 0,------,01,10,0:360:25,,,,,,
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,00,13 of 305 of 20,43%25%,29 of 4810 of 25,0 of 20 of 0,0%---,00,00,2:470:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,00,29 of 324 of 8,90%50%,48 of 525 of 9,1 of 20 of 0,50%---,10,00,3:370:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,,,,,,,,,,14 of 3313 of 47,42%27%,3 of 148 of 36,3 of 61 of 1,8 of 134 of 10,14 of 3210 of 43
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,,,,,,,,,,13 of 305 of 20,43%25%,2 of 151 of 14,5 of 64 of 4,6 of 90 of 2,3 of 163 of 18
UFC on FOX: Dos Santos vs Miocic,John Moraga vs. Willie Gates,Total,John Moraga,,,,,,,,,,29 of 324 of 8,90%50%,23 of 260 of 4,6 of 63 of 3,0 of 01 of 1,1 of 31 of 4
UFC on FOX: Dos Santos vs Miocic,Ben Saunders vs. Joe Riggs,Total,Joe Riggs,00,2 of 34 of 7,66%57%,2 of 34 of 7,1 of 10 of 0,100%---,00,00,0:190:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Ben Saunders vs. Joe Riggs,Total,Joe Riggs,00,2 of 34 of 7,66%57%,2 of 34 of 7,1 of 10 of 0,100%---,00,00,0:190:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Ben Saunders vs. Joe Riggs,Total,Joe Riggs,,,,,,,,,,2 of 34 of 7,66%57%,2 of 33 of 5,0 of 01 of 2,0 of 00 of 0,2 of 33 of 5
UFC on FOX: Dos Santos vs Miocic,Drew Dober vs. Jamie Varner,Total,Jamie Varner,00,4 of 105 of 12,40%41%,4 of 107 of 14,0 of 20 of 0,0%---,01,00,0:000:40,,,,,,
UFC on FOX: Dos Santos vs Miocic,Drew Dober vs. Jamie Varner,Total,Jamie Varner,00,4 of 105 of 12,40%41%,4 of 107 of 14,0 of 20 of 0,0%---,01,00,0:000:40,,,,,,
UFC on FOX: Dos Santos vs Miocic,Drew Dober vs. Jamie Varner,Total,Jamie Varner,,,,,,,,,,4 of 105 of 12,40%41%,2 of 73 of 9,2 of 32 of 3,0 of 00 of 0,2 of 83 of 10
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,01,24 of 6063 of 122,40%51%,35 of 71106 of 172,3 of 50 of 0,60%---,00,00,2:192:23,,,,,,
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,00,12 of 226 of 22,54%27%,20 of 3010 of 27,2 of 30 of 0,66%---,00,00,1:200:26,,,,,,
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,00,9 of 3026 of 60,30%43%,11 of 3227 of 61,0 of 10 of 0,0%---,00,00,0:140:06,,,,,,
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,01,3 of 831 of 40,37%77%,4 of 969 of 84,1 of 10 of 0,100%---,00,00,0:451:51,,,,,,
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,,,,,,,,,,12 of 226 of 22,54%27%,6 of 165 of 21,3 of 31 of 1,3 of 30 of 0,6 of 112 of 14
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,,,,,,,,,,9 of 3026 of 60,30%43%,4 of 2418 of 49,5 of 62 of 2,0 of 06 of 9,6 of 2324 of 51
UFC on FOX: Dos Santos vs Miocic,Bryan Barberena vs. Joe Ellenberger,Total,Joe Ellenberger,,,,,,,,,,3 of 831 of 40,37%77%,3 of 827 of 36,0 of 04 of 4,0 of 00 of 0,0 of 26 of 7
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,00,77 of 14075 of 161,55%46%,123 of 204112 of 207,4 of 40 of 1,100%0%,00,00,7:310:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,00,29 of 6028 of 73,48%38%,38 of 6934 of 80,1 of 10 of 1,100%0%,00,00,0:520:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,00,19 of 2415 of 24,79%62%,39 of 5237 of 52,1 of 10 of 0,100%---,00,00,4:250:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,00,29 of 5632 of 64,51%50%,46 of 8341 of 75,2 of 20 of 0,100%---,00,00,2:140:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,,,,,,,,,,29 of 6028 of 73,48%38%,19 of 4310 of 51,7 of 1112 of 14,3 of 66 of 8,23 of 4922 of 63
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,,,,,,,,,,19 of 2415 of 24,79%62%,14 of 1912 of 21,5 of 51 of 1,0 of 02 of 2,3 of 56 of 10
UFC on FOX: Dos Santos vs Miocic,David Michaud vs. Garett Whiteley,Total,David Michaud,,,,,,,,,,29 of 5632 of 64,51%50%,23 of 4919 of 47,5 of 69 of 12,1 of 14 of 5,22 of 4528 of 58
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,10,72 of 14525 of 161,49%15%,76 of 14925 of 161,0 of 20 of 1,0%0%,00,00,0:200:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,10,24 of 446 of 31,54%19%,27 of 476 of 31,0 of 00 of 1,---0%,00,00,0:200:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,00,22 of 486 of 58,45%10%,22 of 486 of 58,0 of 00 of 0,------,00,00,0:000:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,00,26 of 5313 of 72,49%18%,27 of 5413 of 72,0 of 20 of 0,0%---,00,00,0:000:00,,,,,,
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,,,,,,,,,,24 of 446 of 31,54%19%,13 of 305 of 26,7 of 101 of 5,4 of 40 of 0,19 of 345 of 30
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,,,,,,,,,,22 of 486 of 58,45%10%,15 of 405 of 54,7 of 81 of 4,0 of 00 of 0,18 of 376 of 58
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo vs. Dustin Kimura,Total,Henry Cejudo,,,,,,,,,,26 of 5313 of 72,49%18%,15 of 396 of 63,10 of 136 of 8,1 of 11 of 1,13 of 3513 of 72
