fighter_name,first_name,last_name,nickname,fighter_url,height,weight,reach,stance,wins,losses,draws
Rick Davis,Rick,Davis,The Flying Squirrel,http://www.ufcstats.com/fighter-details/2549d63da9c456cb,"5' 9""",155 lbs.,--,Orthodox,3,1,1
Marcus Davis,Marcus,Davis,The Irish Hand Grenade,http://www.ufcstats.com/fighter-details/b7d524c77c27389b,"5' 10""",170 lbs.,"70.0""",Southpaw,22,11,0
LC Davis,LC,Davis,,http://www.ufcstats.com/fighter-details/6dab8ce5e4bffe77,"5' 8""",135 lbs.,"69.0""",Southpaw,23,8,0
Phil Davis,Phil,Davis,Mr. Wonderful,http://www.ufcstats.com/fighter-details/902ab9197b83d0db,"6' 2""",205 lbs.,"79.0""",Orthodox,17,4,0
Lemont Davis,Lemont,Davis,,http://www.ufcstats.com/fighter-details/a993ef2dd36cea5f,"5' 8""",170 lbs.,--,Orthodox,2,6,0
Mike Davis,Mike,Davis,,http://www.ufcstats.com/fighter-details/c8661e204c66f325,--,--,--,,2,0,0
Justin Davis,Justin,Davis,Dangerous,http://www.ufcstats.com/fighter-details/20697b334f6c0a45,"5' 11""",205 lbs.,--,,13,16,0
Alexis Davis,Alexis,Davis,,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19,"5' 6""",135 lbs.,"68.0""",Orthodox,21,11,0
Danny Davis,Danny,Davis,,http://www.ufcstats.com/fighter-details/570d40f993171b19,"6' 2""",170 lbs.,--,,13,11,1
Brandon Davis,Brandon,Davis,Killer B,http://www.ufcstats.com/fighter-details/cc351e408bbb7d43,"5' 10""",135 lbs.,"72.0""",Orthodox,14,10,0
Mike Davis,Mike,Davis,Beast Boy,http://www.ufcstats.com/fighter-details/fb3e61720be4690c,"6' 0""",155 lbs.,"72.0""",Orthodox,12,3,0
Hakeem Dawodu,Hakeem,Dawodu,Mean,http://www.ufcstats.com/fighter-details/2c9d00968f818270,"5' 8""",145 lbs.,"73.0""",Orthodox,13,4,1
Grant Dawson,Grant,Dawson,KGD,http://www.ufcstats.com/fighter-details/99bd51917728c25d,"5' 10""",155 lbs.,"72.0""",Switch,23,3,1
Jason Day,Jason,Day,Dooms,http://www.ufcstats.com/fighter-details/a6fd2173d5e2d7f0,"6' 0""",185 lbs.,"72.0""",Orthodox,19,12,0
Martin Day,Martin,Day,The Spartan,http://www.ufcstats.com/fighter-details/ea3dcc417c322064,"5' 10""",145 lbs.,"73.0""",Orthodox,8,6,0
Angel De Anda,Angel,De Anda,The Dream,http://www.ufcstats.com/fighter-details/4b450aa602611baa,"5' 9""",225 lbs.,--,Orthodox,18,6,0
Yorgan De Castro,Yorgan,De Castro,The Mad Titan,http://www.ufcstats.com/fighter-details/1eff7bc0f815b270,"6' 0""",250 lbs.,"74.0""",Orthodox,6,3,0
Geraldo de Freitas,Geraldo,de Freitas,Spartan,http://www.ufcstats.com/fighter-details/9cfbfae5fa1fdd93,"5' 7""",135 lbs.,"72.0""",Orthodox,12,6,0
Philip De Fries,Philip,De Fries,,http://www.ufcstats.com/fighter-details/6ef65b6a152e49d5,"6' 5""",250 lbs.,"79.0""",Orthodox,12,6,0
Chris de la Rocha,Chris,de la Rocha,,http://www.ufcstats.com/fighter-details/e51ee8ded927fc51,"6' 3""",250 lbs.,"80.0""",Orthodox,5,3,0
Montana De La Rosa,Montana,De La Rosa,,http://www.ufcstats.com/fighter-details/80d8aed0ca9b00f3,"5' 7""",125 lbs.,"68.0""",Orthodox,13,9,1
Mark De La Rosa,Mark,De La Rosa,Bumblebee,http://www.ufcstats.com/fighter-details/f57dd0bfa8c17813,"5' 6""",135 lbs.,"65.0""",Orthodox,11,5,0
Mike de la Torre,Mike,de la Torre,El Cucuy,http://www.ufcstats.com/fighter-details/1971869b7e054261,"5' 11""",145 lbs.,"71.0""",Orthodox,14,7,0
Rodrigo de Lima,Rodrigo,de Lima,Monstro,http://www.ufcstats.com/fighter-details/a4dc47001f202bcd,"5' 7""",155 lbs.,--,Orthodox,8,3,1
Edilberto de Oliveira,Edilberto,de Oliveira,Crocota,http://www.ufcstats.com/fighter-details/afdb76fbd86f6d11,"6' 0""",170 lbs.,--,Orthodox,29,15,2
Johil de Oliveira,Johil,de Oliveira,,http://www.ufcstats.com/fighter-details/f9aa6376ae16bfb4,"5' 6""",170 lbs.,--,Orthodox,17,15,1
Jorge de Oliveira,Jorge,de Oliveira,Blade,http://www.ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,"5' 8""",155 lbs.,--,Orthodox,9,2,0
Jair De Oliveira,Jair,De Oliveira,Mamute,http://www.ufcstats.com/fighter-details/f14fbb2e55da044c,"5' 9""",205 lbs.,"69.0""",,6,1,0
Isabela de Padua,Isabela,de Padua,Belinha,http://www.ufcstats.com/fighter-details/e0f959f65d0406b4,"5' 3""",125 lbs.,"64.0""",Orthodox,5,2,0
Gloria de Paula,Gloria,de Paula,Glorinha,http://www.ufcstats.com/fighter-details/5dd180c8b3196786,"5' 5""",115 lbs.,"67.0""",Orthodox,6,5,0
Germaine de Randamie,Germaine,de Randamie,The Iron Lady,http://www.ufcstats.com/fighter-details/1d239d571e342453,"5' 9""",135 lbs.,"71.0""",Orthodox,10,5,0
Reinier de Ridder,Reinier,de Ridder,RdR,http://www.ufcstats.com/fighter-details/d549cefc7c54ab78,"6' 4""",185 lbs.,"78.0""",Southpaw,21,4,0
Crezio de Souza,Crezio,de Souza,,http://www.ufcstats.com/fighter-details/3746e21bb508391a,--,170 lbs.,--,Orthodox,1,2,0
Carl Deaton,Carl,Deaton,The Anishinaabe Kid,http://www.ufcstats.com/fighter-details/914a897455693650,"5' 7""",155 lbs.,"69.0""",Orthodox,17,7,0
Tom DeBlass,Tom,DeBlass,,http://www.ufcstats.com/fighter-details/0bcfe2513cb3bc39,"6' 0""",185 lbs.,--,Orthodox,9,2,0
Issac DeJesus,Issac,DeJesus,,http://www.ufcstats.com/fighter-details/0e2c2daf11b5d8f2,--,145 lbs.,--,,12,7,1
Rafael Del Real,Rafael,Del Real,,http://www.ufcstats.com/fighter-details/e82b2adcaeff71ec,"5' 11""",225 lbs.,--,,6,20,0
Shane del Rosario,Shane,del Rosario,,http://www.ufcstats.com/fighter-details/85980f5da429c0a6,"6' 4""",250 lbs.,--,Southpaw,11,2,0
Wallen Del Rosario,Wallen,Del Rosario,,http://www.ufcstats.com/fighter-details/a62f85f6a6c19a4c,"5' 4""",125 lbs.,"67.0""",Orthodox,8,2,0
Yadier del Valle,Yadier,del Valle,The Cuban Problem,http://www.ufcstats.com/fighter-details/70380ccdc81915b8,"5' 9""",145 lbs.,"69.0""",Southpaw,10,1,0
Jose Delano,Jose,Delano,,http://www.ufcstats.com/fighter-details/d7c4956d61ae76a9,"5' 8""",145 lbs.,"70.0""",Orthodox,17,3,0
Humberto DeLeon,Humberto,DeLeon,,http://www.ufcstats.com/fighter-details/bfaf4c87936b4fae,--,135 lbs.,--,,7,7,0
Rolando Delgado,Rolando,Delgado,Roli,http://www.ufcstats.com/fighter-details/37b1696e6d115957,"6' 3""",155 lbs.,"77.0""",Orthodox,11,6,1
Israel Delgado,Israel,Delgado,,http://www.ufcstats.com/fighter-details/01f4bcd26ac08ad5,"5' 10""",155 lbs.,--,,0,2,0
Jose Delgado,Jose,Delgado,,http://www.ufcstats.com/fighter-details/7d6ceff6747f2de2,"5' 11""",145 lbs.,"74.0""",Switch,11,2,0
Ante Delija,Ante,Delija,Walking Trouble,http://www.ufcstats.com/fighter-details/7d8435c56043b0ae,"6' 3""",239 lbs.,"78.0""",Orthodox,26,8,0
Jack Della Maddalena,Jack,Della Maddalena,,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f,"5' 11""",170 lbs.,"73.0""",Switch,18,3,0
Roland Delorme,Roland,Delorme,,http://www.ufcstats.com/fighter-details/173acb3f920082b8,"5' 9""",135 lbs.,"71.0""",Orthodox,9,5,0
Jon Delos Reyes,Jon,Delos Reyes,The Heat,http://www.ufcstats.com/fighter-details/0d0351c20169a499,"5' 6""",125 lbs.,"67.0""",Orthodox,8,5,0
Jason DeLucia,Jason,DeLucia,,http://www.ufcstats.com/fighter-details/6ceff86fae4f6b3b,"5' 11""",190 lbs.,--,Southpaw,33,21,1
Justin DeMoney,Justin,DeMoney,,http://www.ufcstats.com/fighter-details/985bca5a097fb3f4,--,170 lbs.,--,,15,7,1
Vanessa Demopoulos,Vanessa,Demopoulos,Lil Monster,http://www.ufcstats.com/fighter-details/2c483cf443f38ece,"5' 2""",125 lbs.,"59.0""",Orthodox,11,8,0
Chris Dempsey,Chris,Dempsey,,http://www.ufcstats.com/fighter-details/dfae5da5676e4194,"5' 10""",185 lbs.,"72.0""",Orthodox,11,5,0
Nick Denis,Nick,Denis,The Ninja of Love,http://www.ufcstats.com/fighter-details/e4aaaa34535e32b6,"5' 7""",135 lbs.,--,Orthodox,11,3,0
Thomas Denny,Thomas,Denny,The Wildman,http://www.ufcstats.com/fighter-details/a11a6ee8eeb03c18,"5' 10""",170 lbs.,--,Orthodox,27,21,1
Robert Densley,Robert,Densley,The Wrecker,http://www.ufcstats.com/fighter-details/b72f3cafa6376e35,"5' 9""",155 lbs.,--,,9,10,0
Jason Dent,Jason,Dent,Dynamite,http://www.ufcstats.com/fighter-details/fa8b9e6b0c2269f8,"5' 10""",155 lbs.,"71.0""",Orthodox,22,13,0
Mackenzie Dern,Mackenzie,Dern,,http://www.ufcstats.com/fighter-details/7447e9f28508106a,"5' 4""",115 lbs.,"63.0""",Orthodox,16,5,0
Booker DeRousse,Booker,DeRousse,,http://www.ufcstats.com/fighter-details/f2c91b67f71bbeab,"6' 2""",205 lbs.,--,,6,5,0
Tony DeSouza,Tony,DeSouza,,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0,"6' 0""",170 lbs.,"70.0""",Southpaw,11,4,0
Robelis Despaigne,Robelis,Despaigne,The Big Boy,http://www.ufcstats.com/fighter-details/140567899d98978a,"6' 7""",265 lbs.,"84.0""",Orthodox,5,2,0
Cory Devela,Cory,Devela,The One,http://www.ufcstats.com/fighter-details/48544433372ecfa6,"5' 0""",185 lbs.,--,Orthodox,16,7,0
John Devine,John,Devine,,http://www.ufcstats.com/fighter-details/2bcc39af95d6f2e8,--,--,--,,6,4,0
Edwin DeWees,Edwin,DeWees,Babyface,http://www.ufcstats.com/fighter-details/75bbd2206a15319f,"6' 1""",185 lbs.,--,Orthodox,38,17,0
Rabindra Dhant,Rabindra,Dhant,,http://www.ufcstats.com/fighter-details/9f8bd85aaeec2f56,--,135 lbs.,--,,9,1,0
Alessio Di Chirico,Alessio,Di Chirico,Manzo,http://www.ufcstats.com/fighter-details/77d7295d1b22c694,"6' 0""",185 lbs.,"74.0""",Orthodox,13,7,0
Micol Di Segni,Micol,Di Segni,,http://www.ufcstats.com/fighter-details/8126e4dff0cdf69e,"5' 3""",115 lbs.,"60.0""",Orthodox,7,3,0
Cyrille Diabate,Cyrille,Diabate,The Snake,http://www.ufcstats.com/fighter-details/43563a32c3f10e95,"6' 6""",205 lbs.,"81.0""",Southpaw,19,10,1
Thomas Diagne,Thomas,Diagne,,http://www.ufcstats.com/fighter-details/8567466ae167216b,"6' 1""",154 lbs.,--,,6,6,1
Marc Diakiese,Marc,Diakiese,Bonecrusher,http://www.ufcstats.com/fighter-details/32c355b04fc57f3a,"5' 10""",155 lbs.,"73.0""",Orthodox,17,7,0
Tyler Diamond,Tyler,Diamond,,http://www.ufcstats.com/fighter-details/f5f6419c5f00abad,"5' 7""",145 lbs.,"69.0""",Orthodox,9,1,0
Blood Diamond,Blood,Diamond,,http://www.ufcstats.com/fighter-details/9edf2c9082cc2cd8,"5' 11""",170 lbs.,"76.0""",Switch,3,3,0
Eldo Xavier Dias,Eldo Xavier,Dias,,http://www.ufcstats.com/fighter-details/ee5df903f80c6816,"5' 11""",180 lbs.,--,,0,1,0
Rafael Dias,Rafael,Dias,,http://www.ufcstats.com/fighter-details/b5abaa65f87938eb,"5' 9""",145 lbs.,--,Orthodox,17,12,2
Hacran Dias,Hacran,Dias,Barnabe,http://www.ufcstats.com/fighter-details/ed209f6618c82e41,"5' 8""",155 lbs.,"69.0""",Orthodox,23,6,1
Victor Dias,Victor,Dias,Crazy Horse,http://www.ufcstats.com/fighter-details/f7202b3130421d27,"5' 6""",125 lbs.,"69.0""",Orthodox,11,3,0
Luis Felipe Dias,Luis Felipe,Dias,,http://www.ufcstats.com/fighter-details/33a86e839ad202d8,"5' 10""",185 lbs.,"74.0""",,17,5,0
Magno Dias,Magno,Dias,The Violence,http://www.ufcstats.com/fighter-details/270e84d8174721d2,"5' 5""",135 lbs.,"67.0""",,6,2,0
Nick Diaz,Nick,Diaz,,http://www.ufcstats.com/fighter-details/f57a8a52ca401ed9,"6' 1""",170 lbs.,"76.0""",Southpaw,26,10,0
Nate Diaz,Nate,Diaz,,http://www.ufcstats.com/fighter-details/8355922d564b152c,"6' 0""",170 lbs.,"76.0""",Southpaw,22,13,0
Michael Diaz,Michael,Diaz,,http://www.ufcstats.com/fighter-details/5e7a48e469770615,--,260 lbs.,--,,1,2,0
Ryan Diaz,Ryan,Diaz,,http://www.ufcstats.com/fighter-details/ceee5dd37253199a,--,145 lbs.,--,,13,14,0
Adrian Diaz,Adrian,Diaz,,http://www.ufcstats.com/fighter-details/bfa8f263815cfa2e,"5' 10""",145 lbs.,--,Southpaw,11,4,1
Ozzy Diaz,Ozzy,Diaz,,http://www.ufcstats.com/fighter-details/6967153c7edb4d87,"6' 4""",185 lbs.,"79.0""",Orthodox,10,3,0
Juan Diaz,Juan,Diaz,Pegajoso,http://www.ufcstats.com/fighter-details/74939a16c7b56f33,"5' 8""",135 lbs.,"69.0""",Orthodox,15,1,1
Mark Dickman,Mark,Dickman,Tricky,http://www.ufcstats.com/fighter-details/2482ef3331a82e75,"5' 9""",145 lbs.,--,,11,3,0
Josh Diekmann,Josh,Diekmann,The Freight Train,http://www.ufcstats.com/fighter-details/414bddf0c80c41e1,"5' 4""",246 lbs.,--,,15,8,0
Kyle Dietz,Kyle,Dietz,,http://www.ufcstats.com/fighter-details/31da66df48c0c1a0,"5' 8""",135 lbs.,--,Orthodox,5,2,0
Seth Dikun,Seth,Dikun,,http://www.ufcstats.com/fighter-details/eb42d4febfafefd1,"5' 10""",135 lbs.,"69.0""",Orthodox,9,8,0
TJ Dillashaw,TJ,Dillashaw,,http://www.ufcstats.com/fighter-details/c849740a3ff51931,"5' 6""",135 lbs.,"67.0""",Orthodox,18,5,0
Ralph Dillon,Ralph,Dillon,Rage,http://www.ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3,"6' 2""",205 lbs.,--,Orthodox,0,2,1
Drew Dimanlig,Drew,Dimanlig,,http://www.ufcstats.com/fighter-details/cc2ad11b1f9d818b,--,185 lbs.,--,,3,4,0
Ding Meng,Ding,Meng,The Assassin,http://www.ufcstats.com/fighter-details/e0664abaa023fd6f,"6' 2""",170 lbs.,"73.0""",Orthodox,34,9,0
Rodolfo Marques Diniz,Rodolfo Marques,Diniz,,http://www.ufcstats.com/fighter-details/2d2239d0f6fa83dd,"5' 6""",135 lbs.,--,,23,9,1
Jhonata Diniz,Jhonata,Diniz,,http://www.ufcstats.com/fighter-details/25f9a5f3e8a52618,"6' 4""",254 lbs.,"79.0""",Orthodox,9,2,0
Helio Dipp,Helio,Dipp,,http://www.ufcstats.com/fighter-details/73eb2a552c92a821,"6' 5""",185 lbs.,--,Orthodox,6,3,0
Rico DiSciullo,Rico,DiSciullo,,http://www.ufcstats.com/fighter-details/ec7f7263bf36579b,"5' 8""",135 lbs.,--,Orthodox,9,2,0
Matt Dixon,Matt,Dixon,Magic,http://www.ufcstats.com/fighter-details/1db445a4468447d0,"5' 10""",170 lbs.,"75.0""",Switch,9,1,0
John Dixson,John,Dixson,Big John,http://www.ufcstats.com/fighter-details/ad4e9055bf8cd04d,"6' 0""",275 lbs.,--,Orthodox,15,22,0
Anthony Do,Anthony,Do,,http://www.ufcstats.com/fighter-details/7c9aeba0c4d4bd78,"5' 4""",125 lbs.,--,,4,2,0
Russell Doane,Russell,Doane,,http://www.ufcstats.com/fighter-details/f50d95223751e6ca,"5' 7""",135 lbs.,"70.0""",Orthodox,15,8,0
Drew Dober,Drew,Dober,,http://www.ufcstats.com/fighter-details/519e4fe37ce9ff75,"5' 8""",155 lbs.,"70.0""",Southpaw,29,15,0
Shana Dobson,Shana,Dobson,Danger,http://www.ufcstats.com/fighter-details/122ac9b816d8b71c,"5' 6""",125 lbs.,"69.0""",Orthodox,4,5,0
AJ Dobson,AJ,Dobson,,http://www.ufcstats.com/fighter-details/009c4420727149ea,"6' 1""",185 lbs.,"76.0""",Orthodox,7,3,0
David Dodd,David,Dodd,,http://www.ufcstats.com/fighter-details/c2a7623f398d9bd7,"6' 2""",200 lbs.,--,Orthodox,4,7,0
John Dodson,John,Dodson,The Magician,http://www.ufcstats.com/fighter-details/99506df1af6c8b3b,"5' 3""",135 lbs.,"66.0""",Orthodox,22,12,0
Joe Doerksen,Joe,Doerksen,El Dirte,http://www.ufcstats.com/fighter-details/dbaaf42313af90fa,"6' 0""",185 lbs.,"75.0""",Orthodox,51,16,0
Mike Dolce,Mike,Dolce,Skull Cracker,http://www.ufcstats.com/fighter-details/29b5791e51e7e832,"5' 11""",185 lbs.,--,,5,10,0
Roman Dolidze,Roman,Dolidze,,http://www.ufcstats.com/fighter-details/327d5f279895110d,"6' 2""",185 lbs.,"76.0""",Orthodox,15,5,0
Cameron Dollar,Cameron,Dollar,,http://www.ufcstats.com/fighter-details/3bbcd63a016d9715,"5' 11""",155 lbs.,--,Orthodox,11,5,0
CB Dollaway,CB,Dollaway,The Doberman,http://www.ufcstats.com/fighter-details/5d7bdab5e03e3216,"6' 2""",185 lbs.,"76.0""",Orthodox,17,9,0
Dennis Dombrow,Dennis,Dombrow,,http://www.ufcstats.com/fighter-details/4145caa2c999fbac,--,145 lbs.,--,,7,5,0
OJ Dominguez,OJ,Dominguez,,http://www.ufcstats.com/fighter-details/1a50e734bb54861a,--,--,--,,0,1,0
John Donaldson,John,Donaldson,J.T.,http://www.ufcstats.com/fighter-details/1c610f900f9884ab,"5' 8""",145 lbs.,--,,2,2,0
Daniil Donchenko,Daniil,Donchenko,,http://www.ufcstats.com/fighter-details/70dd69b6a703257e,"5' 11""",170 lbs.,"71.0""",Orthodox,14,2,0
Dong Huaxiang,Dong,Huaxiang,,http://www.ufcstats.com/fighter-details/bad82b681819b272,"5' 3""",115 lbs.,"61.0""",Switch,12,3,0
Cody Donovan,Cody,Donovan,Donnybrook,http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b,"6' 3""",205 lbs.,"74.0""",Orthodox,8,5,0
Houston Dorr,Houston,Dorr,,http://www.ufcstats.com/fighter-details/312f47c3d2f83ffa,"6' 1""",210 lbs.,--,Orthodox,1,2,0
Rafael Dos Anjos,Rafael,Dos Anjos,,http://www.ufcstats.com/fighter-details/6a2f7c151031653d,"5' 8""",170 lbs.,"70.0""",Southpaw,32,17,0
Junior Dos Santos,Junior,Dos Santos,Cigano,http://www.ufcstats.com/fighter-details/63def5a5662a6917,"6' 4""",238 lbs.,"77.0""",Orthodox,21,9,0
Geronimo dos Santos,Geronimo,dos Santos,Mondragon,http://www.ufcstats.com/fighter-details/b51f6791c794e289,"6' 3""",264 lbs.,--,Orthodox,39,19,0
Antonio Dos Santos,Antonio,Dos Santos,Junior Alpha,http://www.ufcstats.com/fighter-details/81b8b3fb019dc69d,"5' 10""",185 lbs.,--,Orthodox,6,4,0
Anderson Dos Santos,Anderson,Dos Santos,Berinja,http://www.ufcstats.com/fighter-details/bbc9ab95fa766493,"5' 5""",135 lbs.,"70.0""",Orthodox,21,9,0
Acacio Dos Santos,Acacio,Dos Santos,Pequeno,http://www.ufcstats.com/fighter-details/957562fdf68a725a,"6' 4""",205 lbs.,"79.0""",Orthodox,14,5,0
Rayanne dos Santos,Rayanne,dos Santos,,http://www.ufcstats.com/fighter-details/02bb48869eb7ac8f,"5' 2""",115 lbs.,"62.0""",Orthodox,14,9,0
Felipe dos Santos,Felipe,dos Santos,Lipe Detona,http://www.ufcstats.com/fighter-details/5cdf5339728f580d,"5' 7""",125 lbs.,"70.0""",Orthodox,8,3,0
Tiago dos Santos e Silva,Tiago,dos Santos e Silva,Trator,http://www.ufcstats.com/fighter-details/8ce87f7e3a9baed2,"5' 9""",145 lbs.,"70.0""",Orthodox,20,7,2
Oleksandr Doskalchuk,Oleksandr,Doskalchuk,,http://www.ufcstats.com/fighter-details/86cb6f5b1ca98dc0,"5' 6""",125 lbs.,--,Southpaw,10,2,0
David Douglas,David,Douglas,Tarzan,http://www.ufcstats.com/fighter-details/7cf0944b88966118,"5' 11""",155 lbs.,--,,9,7,0
Damion Douglas,Damion,Douglas,,http://www.ufcstats.com/fighter-details/ce3b669e39418414,--,170 lbs.,--,,4,1,0
Lerryan Douglas,Lerryan,Douglas,Gunslinger,http://www.ufcstats.com/fighter-details/640a0f838f057a81,"5' 9""",145 lbs.,"72.0""",Orthodox,14,5,0
Cedric Doumbe,Cedric,Doumbe,,http://www.ufcstats.com/fighter-details/5159e6ee100c717e,"5' 10""",170 lbs.,--,,2,0,0
John Dowdy,John,Dowdy,,http://www.ufcstats.com/fighter-details/e780ccc79a209985,--,--,--,,0,1,0
Jordan Dowdy,Jordan,Dowdy,,http://www.ufcstats.com/fighter-details/0d9312337fdce39a,--,170 lbs.,--,,4,3,0
Danny Downes,Danny,Downes,,http://www.ufcstats.com/fighter-details/a66395395b5f1394,"6' 0""",155 lbs.,"72.0""",Orthodox,8,3,0
Derek Downey,Derek,Downey,,http://www.ufcstats.com/fighter-details/b05086131c6f5dc5,"6' 1""",185 lbs.,--,Orthodox,11,4,0
John Doyle,John,Doyle,The Iron Bull,http://www.ufcstats.com/fighter-details/0509b954421bb327,"5' 11""",205 lbs.,--,Orthodox,11,22,0
Edson Drago,Edson,Drago,,http://www.ufcstats.com/fighter-details/f9c7fe2682af3802,"6' 4""",220 lbs.,--,Orthodox,11,7,0
Jimmy Drago,Jimmy,Drago,,http://www.ufcstats.com/fighter-details/cb4bf812d9cb78b4,"5' 10""",170 lbs.,"71.0""",Orthodox,7,3,0
Anthony Drilich,Anthony,Drilich,,http://www.ufcstats.com/fighter-details/c2c4052f58f54988,"5' 5""",125 lbs.,"65.0""",Southpaw,8,2,0
Kyle Driscoll,Kyle,Driscoll,KD,http://www.ufcstats.com/fighter-details/e5e148d4363deff8,"5' 11""",145 lbs.,"74.0""",Orthodox,12,3,0
Chris Drumm,Chris,Drumm,,http://www.ufcstats.com/fighter-details/5fd834edd92c9e50,"5' 8""",145 lbs.,--,,0,1,0
Tomasz Drwal,Tomasz,Drwal,Gorilla,http://www.ufcstats.com/fighter-details/679a9054e2815943,"6' 1""",205 lbs.,"76.0""",Orthodox,21,5,1
Robert Drysdale,Robert,Drysdale,,http://www.ufcstats.com/fighter-details/d2a9be6bf2de624c,"6' 3""",205 lbs.,--,Orthodox,7,0,0
Dricus Du Plessis,Dricus,Du Plessis,Stillknocks,http://www.ufcstats.com/fighter-details/0d7b51c9d2649a6e,"6' 1""",185 lbs.,"76.0""",Switch,23,3,0
Hugo Duarte,Hugo,Duarte,,http://www.ufcstats.com/fighter-details/706404da0775dcbc,"6' 0""",240 lbs.,--,Orthodox,6,3,0
Antonio Duarte,Antonio,Duarte,Tigre,http://www.ufcstats.com/fighter-details/29b5d32584e02d8d,"5' 7""",135 lbs.,--,,19,7,0
Joe Duarte,Joe,Duarte,,http://www.ufcstats.com/fighter-details/454c3e9d4cd4a1b3,--,155 lbs.,--,,10,4,0
Yuneisy Duben,Yuneisy,Duben,,http://www.ufcstats.com/fighter-details/c3d2b9bcb4cead6b,"5' 4""",125 lbs.,"65.0""",Orthodox,6,1,0
Matthieu Duclos,Matthieu,Duclos,,http://www.ufcstats.com/fighter-details/ec322adbabbfa6e7,"6' 3""",185 lbs.,"77.0""",Orthodox,6,3,0
Emily Ducote,Emily,Ducote,Gordinha,http://www.ufcstats.com/fighter-details/02f8fedc18cbd26c,"5' 2""",115 lbs.,"63.0""",Orthodox,13,9,0
Viktoriia Dudakova,Viktoriia,Dudakova,,http://www.ufcstats.com/fighter-details/6c9b66b43663f2f7,"5' 5""",115 lbs.,"67.0""",Orthodox,8,2,0
Milana Dudieva,Milana,Dudieva,,http://www.ufcstats.com/fighter-details/072a10e85f7d4bff,"5' 3""",135 lbs.,--,Orthodox,11,6,0
Adin Duenas,Adin,Duenas,,http://www.ufcstats.com/fighter-details/cb6c45b26b0a877a,"5' 6""",145 lbs.,--,,6,1,0
Todd Duffee,Todd,Duffee,,http://www.ufcstats.com/fighter-details/bda04c573563cc2e,"6' 3""",260 lbs.,"78.0""",Orthodox,9,3,0
Joe Duffy,Joe,Duffy,Irish,http://www.ufcstats.com/fighter-details/654ae722109a0d31,"5' 10""",155 lbs.,"73.0""",Orthodox,16,5,0
Jack Duffy,Jack,Duffy,The Fury,http://www.ufcstats.com/fighter-details/cea51876d8a514a0,"5' 7""",125 lbs.,"69.0""",Switch,7,1,0
Alexis Dufresne,Alexis,Dufresne,Sneaky Zebra,http://www.ufcstats.com/fighter-details/4ae4049426e0161d,"5' 9""",135 lbs.,--,Orthodox,6,3,0
Jessamyn Duke,Jessamyn,Duke,The Gun,http://www.ufcstats.com/fighter-details/a7ddae0be8b78147,"5' 11""",135 lbs.,"73.0""",Orthodox,3,5,0
Islam Dulatov,Islam,Dulatov,The Ripper,http://www.ufcstats.com/fighter-details/e803242fb2e41112,"6' 3""",170 lbs.,"75.0""",Orthodox,12,1,0
Isaac Dulgarian,Isaac,Dulgarian,The Midwest Choppa,http://www.ufcstats.com/fighter-details/a57cb948c4c70a47,"5' 7""",145 lbs.,"71.0""",Orthodox,7,2,0
Kelly Dullanty,Kelly,Dullanty,Psycho,http://www.ufcstats.com/fighter-details/1a225f04aa6e0739,"5' 8""",155 lbs.,--,Orthodox,4,2,0
Sedriques Dumas,Sedriques,Dumas,The Reaper,http://www.ufcstats.com/fighter-details/4e6738062d469256,"6' 2""",185 lbs.,"79.0""",Orthodox,10,5,0
Norma Dumont,Norma,Dumont,The Immortal,http://www.ufcstats.com/fighter-details/d3f5d33d61cd00c9,"5' 7""",135 lbs.,"67.0""",Orthodox,13,3,0
Chris Duncan,Chris,Duncan,The Problem,http://www.ufcstats.com/fighter-details/fd406a32a6fb3a29,"5' 10""",155 lbs.,"71.0""",Orthodox,15,3,0
Christian Leroy Duncan,Christian Leroy,Duncan,CLD,http://www.ufcstats.com/fighter-details/a93f94c923c3a9cb,"6' 2""",185 lbs.,"79.0""",Switch,14,2,0
Evan Dunham,Evan,Dunham,,http://www.ufcstats.com/fighter-details/e5c9de15bb58b1c6,"5' 10""",155 lbs.,"70.0""",Southpaw,18,9,1
Alex Dunworth,Alex,Dunworth,,http://www.ufcstats.com/fighter-details/31732a614e7a3d1d,"5' 8""",155 lbs.,--,,2,2,0
Tom Duquesnoy,Tom,Duquesnoy,Fire Kid,http://www.ufcstats.com/fighter-details/e979c76341f19b22,"5' 7""",135 lbs.,"68.0""",Orthodox,16,2,0
Albert Duraev,Albert,Duraev,,http://www.ufcstats.com/fighter-details/6b7c7460855dbbb9,"5' 11""",185 lbs.,"75.0""",Orthodox,16,5,0
Reuben Duran,Reuben,Duran,,http://www.ufcstats.com/fighter-details/4417980b3e798abf,"5' 7""",135 lbs.,"71.0""",Orthodox,11,7,1
Cody Durden,Cody,Durden,Custom Made,http://www.ufcstats.com/fighter-details/7f6ed67d3ed3c036,"5' 7""",125 lbs.,"67.0""",Southpaw,18,10,1
